source_notice_id,m0_candidate_notice_id,m1_candidate_notice_id,profile_candidate_notice_id,m0_m1_status,m1_buyer_match_mechanism,profile_evidence_status,profile_conflict_flag
20-16042,,23-139972,23-139972,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
20-16671,,25-20325,25-20325,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
20-19624,,20-118393,20-118393,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-19626,20-118393,20-118393,20-118393,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-19986,23-6398,23-6398,23-6398,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
20-21049,20-91517,20-91517,20-91517,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
20-2441,23-83529,23-83529,23-83529,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
20-25157,,23-139972,23-139972,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
20-25372,20-152526,20-152526,20-152526,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-26328,24-119150,24-119150,24-119150,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
20-26585,24-126812,24-126812,24-126812,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
20-27358,,25-20325,25-20325,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
20-27417,20-70773,20-70773,20-70773,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
20-28749,,23-48831,23-48831,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
20-29244,,24-71416,24-71416,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
20-32203,24-75502,24-75502,24-75502,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
20-32603,20-42809,20-42809,20-42809,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-34392,24-31691,24-31691,24-31691,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
20-35694,20-152526,20-152526,20-152526,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-36881,20-46786,20-46786,20-46786,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-37796,24-30786,24-30786,24-30786,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
20-38676,,24-35694,24-35694,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
20-47606,,20-115241,20-115241,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-49949,24-127528,24-127528,24-127528,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
20-5049,20-93913,20-93913,20-93913,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
20-51119,20-135282,20-135282,20-135282,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-54283,24-39718,24-39718,24-39718,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
20-5957,23-134735,23-134735,23-134735,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
20-60892,20-122198,20-122198,20-122198,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NO_PROFILE_EVIDENCE,False
20-61243,20-122198,20-122198,20-122198,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NO_PROFILE_EVIDENCE,False
20-61728,,24-67295,24-67295,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-65753,24-81981,24-81981,24-81981,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
20-66643,24-75502,24-75502,24-75502,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
20-68923,24-67770,24-67770,24-67770,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
20-70680,23-106776,23-106776,23-106776,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-70773,21-113953,21-113953,21-113953,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
20-70855,,23-104062,23-104062,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
20-74255,23-96123,23-96123,23-96123,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
20-84141,,25-4360,25-4360,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
20-85492,,24-3636,24-3636,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
20-86796,24-75502,24-75502,24-75502,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
20-87505,21-24011,21-24011,21-24011,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,WEAK_SUPPORT,False
20-88353,21-13248,21-13248,21-13248,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
20-8845,24-81981,24-81981,24-81981,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
20-91088,,25-57823,25-57823,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,WEAK_SUPPORT,False
20-91517,22-39891,22-39891,22-39891,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
20-93634,24-47243,24-47243,24-47243,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
20-93913,,24-71416,24-71416,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
20-95579,,22-41246,22-41246,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
20-98214,24-75502,24-75502,24-75502,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
20-98264,24-75502,24-75502,24-75502,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
21-10110,21-21301,21-21301,21-21301,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
21-103501,,25-73811,25-73811,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
21-104870,,26-11967,26-11967,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
21-113953,,25-99444,25-99444,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
21-115415,23-140453,23-140453,23-140453,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
21-116891,26-28296,25-128548,25-128548,accepted_by_both_different_candidates,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-117209,22-49221,22-30678,22-30678,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
21-117615,,25-99444,25-99444,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
21-119536,,25-66012,25-66012,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-124087,25-124007,25-124007,25-124007,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
21-125738,21-161861,21-161861,21-161861,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,WEAK_SUPPORT,False
21-12893,23-66104,23-66104,23-66104,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
21-130956,,26-28296,26-28296,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-13474,25-45593,25-45593,25-45593,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
21-138241,,25-100736,25-100736,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,WEAK_SUPPORT,False
21-138925,21-147552,21-147552,21-147552,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
21-143183,25-134329,25-134329,25-134329,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
21-143328,26-23151,26-23151,26-23151,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
21-143444,26-23151,26-23151,26-23151,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
21-146075,,25-141997,25-141997,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-148611,23-117420,23-117420,23-117420,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,WEAK_SUPPORT,False
21-150402,25-134329,25-134329,25-134329,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
21-153479,22-52027,22-52027,22-52027,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
21-156348,,26-11967,26-11967,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
21-156574,25-98193,25-98193,25-98193,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
21-157552,,25-123316,25-123316,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-157863,,26-41056,26-41056,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-161904,,26-45351,26-45351,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-162690,,24-42667,24-42667,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-163566,22-6934,22-6934,22-6934,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
21-16505,,25-80306,25-80306,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-170414,,25-57823,25-57823,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,WEAK_SUPPORT,False
21-23645,,25-24896,25-24896,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
21-24037,21-117209,21-117209,21-117209,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
21-25617,22-54720,22-54720,22-54720,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,WEAK_SUPPORT,False
21-26779,25-129489,25-128548,25-128548,accepted_by_both_different_candidates,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-27874,,25-57823,25-57823,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,WEAK_SUPPORT,False
21-31568,,25-20325,25-20325,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-35651,,25-30282,25-30282,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-39936,,24-74340,24-74340,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
21-40300,23-75513,23-75513,23-75513,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
21-41109,21-129937,21-129937,21-129937,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
21-42297,,24-76881,24-76881,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-42540,22-113250,22-113250,22-113250,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
21-45579,23-38908,23-38908,23-38908,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
21-46043,,25-80306,25-80306,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-47350,,24-47243,24-47243,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
21-48340,24-39718,24-39718,24-39718,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
21-51989,,25-30335,25-30335,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
21-53976,,25-30335,25-30335,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
21-54966,,25-53540,25-53540,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-57207,25-30282,25-50360,25-50360,accepted_by_both_different_candidates,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-57326,21-69523,21-69523,21-69523,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
21-60721,21-145412,21-145412,21-145412,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
21-67771,,25-111645,25-111645,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-69523,21-156075,22-16811,22-16811,accepted_by_both_different_candidates,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
21-69590,21-148591,21-148591,21-148591,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
21-71538,,25-66012,25-66012,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-71956,,21-156348,21-156348,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
21-7561,24-126812,24-126812,24-126812,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
21-76081,25-62715,25-62715,25-62715,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
21-76512,,25-140719,25-140719,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-76634,23-176813,23-176813,23-176813,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
21-76925,,25-95477,25-95477,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
21-78101,22-171933,22-171933,22-171933,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,WEAK_SUPPORT,False
21-78352,25-134329,25-134329,25-134329,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
21-8119,,22-79348,22-79348,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
21-85552,25-90009,25-90009,25-90009,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
21-85842,25-90009,25-90009,25-90009,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
21-86403,26-23151,26-23151,26-23151,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
21-87461,23-154026,23-154026,23-154026,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,WEAK_SUPPORT,False
21-88219,,25-123316,25-123316,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-89559,,24-81981,24-81981,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-91773,,25-76461,25-76461,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
21-92788,22-6934,22-6934,22-6934,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
21-95316,,22-17628,22-17628,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
21-96695,,25-111133,25-111133,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
21-97876,25-134329,25-134329,25-134329,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
22-105384,24-74022,24-74022,24-74022,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,WEAK_SUPPORT,False
22-114141,,24-144326,24-144326,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
22-122955,23-34018,23-34018,23-34018,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
22-126767,,25-28394,25-28394,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
22-13674,23-39978,23-39978,23-39978,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
22-138409,22-154906,22-154906,22-154906,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NO_PROFILE_EVIDENCE,False
22-142509,,26-43788,26-43788,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
22-144549,,25-122865,25-122865,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
22-153504,26-60185,26-60185,26-60185,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
22-154717,26-60185,26-60185,26-60185,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
22-163107,,24-35694,24-35694,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
22-1668,,24-134460,24-134460,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
22-171933,24-74022,24-74022,24-74022,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,WEAK_SUPPORT,False
22-17364,,26-49296,26-49296,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
22-18098,,25-134329,25-134329,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
22-20320,26-28296,26-28296,26-28296,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
22-21573,26-20284,26-20284,26-20284,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
22-2168,,25-124007,25-124007,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
22-26998,25-143446,25-143446,25-143446,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
22-2872,,22-157032,22-157032,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
22-30678,,26-11967,26-11967,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
22-32770,26-28296,26-28296,26-28296,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
22-39410,,26-49296,26-49296,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
22-39639,,26-11967,26-11967,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
22-42168,26-31691,26-31969,26-31969,accepted_by_both_different_candidates,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
22-47598,22-118151,22-118151,22-118151,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
22-48493,22-143552,22-143552,22-143552,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
22-49146,,24-80097,24-80097,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
22-49221,,26-11967,26-11967,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
22-52158,,26-17888,26-17888,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
22-54720,23-56040,23-56040,23-56040,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,WEAK_SUPPORT,False
22-55032,,26-45351,26-45351,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
22-58061,,25-110155,25-110155,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
22-59884,,24-127069,24-127069,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
22-61807,,26-45351,26-45351,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
22-63613,,26-29624,26-29624,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
22-69242,26-56462,26-43788,26-43788,accepted_by_both_different_candidates,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
22-6934,22-94454,22-94454,22-94454,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
22-69543,22-122955,22-122955,22-122955,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
22-69952,,25-128548,25-128548,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
22-72517,26-28296,26-28296,26-28296,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
22-77846,,25-63108,25-63108,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
22-7862,,26-11967,26-11967,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
22-79348,,22-163107,22-163107,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,STRONG_SUPPORT,False
22-84327,,24-81981,24-81981,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
22-88894,26-60182,26-43788,26-43788,accepted_by_both_different_candidates,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
22-94102,,26-11967,26-11967,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,STRONG_SUPPORT,False
22-94904,26-60182,26-60182,26-60182,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
22-95015,,25-80306,25-80306,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
22-95663,,26-45351,26-45351,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
23-125744,23-130844,23-130844,23-130844,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
23-129683,23-132683,23-132683,23-132683,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,NEUTRAL_SHARED_PLATFORM,False
23-137663,,25-100736,25-100736,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,WEAK_SUPPORT,False
23-140453,,25-111645,25-111645,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
23-145268,24-117855,24-117855,24-117855,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,STRONG_SUPPORT,False
23-150115,,24-56091,24-56091,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
23-169673,24-75502,24-75502,24-75502,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,STRONG_SUPPORT,False
23-23775,23-34018,23-34018,23-34018,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
23-29518,,23-86585,23-86585,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
23-30906,23-164280,23-164280,23-164280,same_accepted_candidate_under_m0_and_m1,M0_NAME_FALLBACK,WEAK_SUPPORT,False
23-45575,,24-56081,24-56081,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
23-50647,,25-60425,25-60425,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
23-6398,,25-129855,25-129855,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,WEAK_SUPPORT,False
23-66550,,25-111133,25-111133,accepted_only_under_m1,HISTORICAL_ALIAS_RECONCILIATION,NO_PROFILE_EVIDENCE,False
23-69649,23-70292,,,accepted_only_under_m0,,,False
23-76444,,26-45351,26-45351,accepted_only_under_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
23-90092,23-90557,23-90557,23-90557,same_accepted_candidate_under_m0_and_m1,HISTORICAL_ALIAS_RECONCILIATION,NEUTRAL_SHARED_PLATFORM,False
23-98812,24-102164,24-102164,24-102164,same_accepted_candidate_under_m0_and_m1,EXACT_SIRET_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-102164,25-111645,25-128548,25-128548,accepted_by_both_different_candidates,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
24-104541,24-117088,24-117088,24-117088,same_accepted_candidate_under_m0_and_m1,SAME_SIREN_RECONCILIATION,NO_PROFILE_EVIDENCE,False
