source_notice_id,candidate_notice_id,candidate_rank,n_candidates_for_source,top1_top2_margin,composite_score,s_text,s_cpv,s_time,s_buyer,gap_months,abs_gap_to_expected_end,gradient_boosting_score,logistic_score
15-59770,15-63856,1,2,0.4456500771263847,0.7111766242127451,0.9891261286248632,1.0,0.0199299167761717,0.6,0.1314060446780552,5.88042049934297,0.2074761868536406,0.9993267606833526
15-60447,15-126308,1,3,0.4430474703119413,0.777146756498597,0.7435029661301509,1.0,0.6276828734121769,0.6,3.7779237844940874,2.2339027595269383,0.9524992654834284,0.9991138054229245
15-63415,15-126308,1,2,0.0476123778058659,0.3913895925017935,0.4284117886009568,0.1,0.6057818659658345,0.6,3.6465177398160313,2.365308804204993,0.16324262078390253,0.8562630272211006
15-63856,16-1383,1,1,0.2703244224569946,0.2703244224569946,0.1760473768466538,0.0,0.5948313622426631,0.6,8.442838370565045,2.431011826544021,0.0032623470017083293,0.533913624257174
15-64142,15-169809,1,10,0.0289423802135646,0.4966739813998722,0.4244999681320422,0.2,0.9123959702146298,0.6,6.5374507227332455,0.5256241787122208,0.013776135995300264,0.3014450924160347
15-64904,16-131495,1,1,0.1984173725394215,0.1984173725394215,0.2248067849414924,0.0,0.2389399912395969,0.6,16.392904073587385,4.566360052562418,0.0012596567106306143,0.4261483965394977
15-65278,15-84438,1,1,0.2236714888561067,0.2236714888561067,0.0039697253719939,0.1,0.5291283399036355,0.6,1.1826544021024967,2.8252299605781865,0.04018461690767454,0.37515655440140305
15-67480,16-39068,1,2,0.0040123154490812,0.2386129303548805,0.2343824791942837,0.1,0.2663162505475251,0.6,10.446780551905388,4.402102496714849,0.176313466676757,0.972440423144333
15-69493,16-1046,1,2,0.2276136201366343,0.3345203241807311,0.05115437094626,0.2,0.7864651773981604,0.6,7.293035479632063,1.281208935611038,0.05124685708540483,0.4711214438596558
15-69497,15-165050,1,10,0.00569759538013,0.366978633416627,0.0226546775422807,0.2,0.9561979851073148,0.6,5.781865965834428,0.2628120893561104,0.015742807309081733,0.6584495251005987
15-70236,15-139094,1,1,0.2199783546256026,0.2199783546256026,0.3216076385836318,0.0,0.1896627244853262,0.6,4.1721419185282524,4.862023653088042,0.000844804303222196,0.02741142995224126
15-71156,16-46830,1,3,0.034034507588233,0.3427423481488988,0.0574817355909342,0.0,0.8904949627682873,1.0,10.808147174770038,0.657030223390276,0.2056855797240485,0.8100013924411168
