notice_id,buyer_key,buyer_key_type,publication_date,start_date,estimated_end_date,study_end_date,cpv_division,cpv_category,category_label,is_digital_scope,declared_duration_months,dur_was_imputed,event,time_to_event_or_censor_months,linked_candidate_notice_id,composite_score,confidence_tier,variant
24-95642,NAME:france velo tourisme,NAME_FALLBACK,2024-08-19,2024-08-19,2025-02-19,2026-07-13,72.0,72000.0,DIGITAL_ICT,True,6.0,True,0,22.766097240473062,,,,baseline_broad
24-97797,NAME:conseil departemental loire atlantique,NAME_FALLBACK,2024-08-26,2024-08-26,2025-08-26,2026-07-13,80.0,80533.0,DIGITAL_ICT,True,12.0,False,0,22.536136662286467,,,,baseline_broad
24-90280,SIRET:17440005100010,RAW_SIRET,2024-08-01,2024-08-01,2025-02-01,2026-07-13,72.0,72250.0,DIGITAL_ICT,True,6.0,True,1,1.314060446780552,24-102167,0.8028909329829171,HIGH,baseline_broad
24-95293,SIRET:11000201100044,RAW_SIRET,2024-08-18,2024-08-18,2025-02-18,2026-07-13,72.0,72000.0,DIGITAL_ICT,True,6.0,True,0,22.798948751642577,,,,baseline_broad
24-98721,SIRET:19490970100303,RAW_SIRET,2024-08-30,2024-12-21,2025-06-21,2026-07-13,48.0,48921.0,DIGITAL_ICT,True,6.0,False,0,22.40473061760841,,,,baseline_broad
24-98940,NAME:le mans metropole,NAME_FALLBACK,2024-08-29,2024-11-25,2028-11-25,2026-07-13,72.0,72413.0,DIGITAL_ICT,True,48.0,False,0,22.437582128777922,,,,baseline_broad
24-95066,SIRET:77811608700165,RAW_SIRET,2024-08-16,2024-12-01,2025-03-01,2026-07-13,30.0,30200.0,DIGITAL_ICT,True,3.0,False,0,22.864651773981603,,,,baseline_broad
24-95874,NAME:sdis de la sarthe,NAME_FALLBACK,2024-08-20,2024-08-20,2027-08-20,2026-07-13,72.0,72250.0,DIGITAL_ICT,True,36.0,False,0,22.733245729303547,,,,baseline_broad
24-94748,SIRET:24440040400129,RAW_SIRET,2024-08-15,2024-08-15,2025-02-15,2026-07-13,48.0,48000.0,DIGITAL_ICT,True,6.0,True,1,0.8869908015768725,24-102689,0.7850963644327638,HIGH,baseline_broad
24-103305,NAME:syndicat d eau de l anjou 49,NAME_FALLBACK,2024-09-11,2024-09-11,2028-09-11,2026-07-13,48.0,48150.0,DIGITAL_ICT,True,48.0,False,0,22.010512483574246,,,,baseline_broad
24-107602,NAME:conseil departemental loire atlantique,NAME_FALLBACK,2024-09-24,2024-09-24,2025-03-24,2026-07-13,48.0,48422.0,DIGITAL_ICT,True,6.0,False,1,0.7227332457293035,24-117088,0.7423587385019712,HIGH,baseline_broad
24-110230,SIRET:57585049000021,RAW_SIRET,2024-09-29,2025-07-09,2025-11-09,2026-07-13,98.0,98390.0,DIGITAL_ICT,True,4.0,False,0,21.419185282522996,,,,baseline_broad
24-100737,NAME:semitan,NAME_FALLBACK,2024-09-04,2024-09-04,2026-09-04,2026-07-13,30.0,30233.0,DIGITAL_ICT,True,24.0,False,0,22.24047306176084,,,,baseline_broad
24-104536,NAME:conseil departemental loire atlantique,NAME_FALLBACK,2024-09-13,2024-09-13,2025-10-13,2026-07-13,92.0,92521.0,DIGITAL_ICT,True,13.0,False,0,21.944809461235216,,,,baseline_broad
