source_notice_id,candidate_notice_id,buyer_key,buyer_key_type,source_date,candidate_date,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m0_composite_score,cpv_missing,cpv_generic_flag,candidate_rank,top1_top2_margin,n_candidates_for_source,variant,threshold_used
15-136102,18-158087,NAME:sm megalis,NAME_FALLBACK,2015-09-07,2018-11-15,38.272010512483575,2018-09-07,2.266754270696452,0.6222076215505914,0.694326259868366,1.0,0.6,0.7585660963415759,False,False,1,0.4088007057648526,3,balanced,0.32302169365652333
15-137458,18-158087,NAME:sm megalis,NAME_FALLBACK,2015-09-09,2018-11-15,38.20630749014455,2018-09-09,2.2010512483574245,0.6331581252737626,0.3652955712064892,1.0,0.6,0.6461429812407118,False,False,1,0.3059260407060882,3,balanced,0.32302169365652333
15-139094,19-141668,NAME:sdis 85,NAME_FALLBACK,2015-09-10,2019-09-19,48.29172141918528,2019-12-07,2.59526938239159,0.567455102934735,0.1336336684917838,0.6,0.6,0.4286355597058081,False,False,1,0.0779774923971011,3,balanced,0.32302169365652333
15-139179,16-68672,NAME:ecole centrale de nantes,NAME_FALLBACK,2015-09-10,2016-05-12,8.04862023653088,2016-03-10,2.0696452036793693,0.6550591327201052,0.2979312114757571,0.1,0.6,0.3580407071965413,True,False,1,0.0407126195685054,4,balanced,0.32302169365652333
15-140966,16-101519,NAME:commune de saint jean de monts,NAME_FALLBACK,2015-09-15,2016-07-07,9.724047306176084,2016-05-24,1.445466491458607,0.7590889180902322,0.4101046834439404,0.1,0.6,0.4233088687279372,True,False,1,0.4233088687279372,1,balanced,0.32302169365652333
15-141361,19-177480,SIRET:23440003400026,RAW_SIRET,2015-09-16,2019-11-28,50.39421813403416,2020-02-19,2.726675427069645,0.5455540954883924,0.4478662388981781,0.0,1.0,0.3931417074864605,False,False,1,0.0036739019674065,9,balanced,0.32302169365652333
15-144405,19-157248,NAME:regie dept passages d eau de vendee,NAME_FALLBACK,2015-09-22,2019-10-16,48.78449408672799,2019-09-22,0.7884362680683311,0.8685939553219448,0.0062106075183889,0.2,0.6,0.3393222014619223,False,False,1,0.3393222014619223,1,balanced,0.32302169365652333
15-146824,16-9312,NAME:ville de cholet,NAME_FALLBACK,2015-09-28,2016-03-15,5.551905387647832,2016-03-28,0.4270696452036793,0.9288217257993868,0.0936223764563367,0.1,0.6,0.3549732632095645,True,False,1,0.3549732632095645,1,balanced,0.32302169365652333
15-147732,16-78789,NAME:ecole des mines de nantes,NAME_FALLBACK,2015-09-28,2016-05-30,8.04862023653088,2016-03-28,2.0696452036793693,0.6550591327201052,0.3940989187085687,0.1,0.6,0.3916994047280253,True,False,1,0.088376150400068,3,balanced,0.32302169365652333
15-154566,20-4011,NAME:cnieg,NAME_FALLBACK,2015-10-12,2020-01-12,51.01839684625492,2020-02-02,0.6898817345597897,0.8850197109067017,0.2686998629169169,0.2,0.6,0.4352998797475963,False,False,1,0.0479469636081725,3,balanced,0.32302169365652333
15-155719,18-158087,NAME:sm megalis,NAME_FALLBACK,2015-10-13,2018-11-15,37.08935611038108,2018-10-13,1.0840998685939554,0.8193166885676741,0.660782947131069,1.0,0.6,0.7961032036377926,False,False,1,0.468444527208765,3,balanced,0.32302169365652333
15-159244,19-151382,NAME:nantes metropole,NAME_FALLBACK,2015-10-23,2019-10-09,47.53613666228647,2019-10-23,0.4599211563731931,0.9233464739378012,0.2292386608364031,1.0,0.6,0.6710701497771914,False,True,1,0.1543004905630163,23,balanced,0.32302169365652333
15-160513,16-61061,NAME:departement de la sarthe,NAME_FALLBACK,2015-10-20,2016-04-29,6.307490144546649,2016-04-20,0.2956636005256242,0.9507227332457292,0.0560458054558889,0.1,0.6,0.3472967152209935,True,False,1,0.0537680795490891,8,balanced,0.32302169365652333
15-160539,16-57014,NAME:nantes metropole,NAME_FALLBACK,2015-10-28,2016-04-20,5.7490144546649145,2016-04-28,0.2628120893561104,0.9561979851073148,0.1570925363428448,0.1,0.6,0.3840318839968244,True,False,1,0.0119701661884178,23,balanced,0.32302169365652333
15-162447,16-49246,NAME:nantes metropole,NAME_FALLBACK,2015-10-23,2016-04-12,5.650459921156373,2016-04-23,0.3613666228646517,0.939772229522558,0.2343070468159477,0.1,0.6,0.4069505237662212,True,False,1,0.0264264537327992,22,balanced,0.32302169365652333
15-162906,16-68875,NAME:centre hospitalier de cholet,NAME_FALLBACK,2015-10-23,2016-05-12,6.636005256241787,2016-04-23,0.6241787122207622,0.8959702146298729,0.1456907142819417,0.1,0.6,0.3649843036561478,True,False,1,0.0750031701209978,2,balanced,0.32302169365652333
15-164088,19-185562,NAME:commune de saint-herblain,NAME_FALLBACK,2015-10-28,2019-12-12,49.47437582128778,2019-10-28,1.4783180026281209,0.7536136662286466,0.2458610099327487,0.0,0.6,0.3344547700336236,False,False,1,0.1319632045473316,2,balanced,0.32302169365652333
15-164187,19-169855,NAME:gie sesam vitale,NAME_FALLBACK,2015-10-28,2019-11-12,48.48883048620236,2019-10-28,0.4927726675427069,0.9178712220762156,0.3561558634766728,0.2,0.6,0.4741223577358893,False,False,1,0.079524854983316,5,balanced,0.32302169365652333
15-165050,19-136955,NAME:angers loire metropole,NAME_FALLBACK,2015-10-29,2019-09-10,46.38633377135348,2019-10-29,1.609724047306176,0.731712658782304,0.8644788775438546,1.0,0.6,0.8454957718359251,False,False,1,0.4883112637770684,7,balanced,0.32302169365652333
15-173090,20-31844,NAME:universite de nantes,NAME_FALLBACK,2015-11-16,2020-03-04,51.57687253613666,2020-01-28,1.1826544021024967,0.8028909329829172,0.0,0.4,0.6,0.3807227332457293,False,False,1,0.0791476145585703,4,balanced,0.32302169365652333
15-174358,20-31844,NAME:universite de nantes,NAME_FALLBACK,2015-11-17,2020-03-04,51.54402102496714,2020-01-28,1.1826544021024967,0.8028909329829172,0.0,0.4,0.6,0.3807227332457293,False,False,1,0.0873636227994481,4,balanced,0.32302169365652333
15-174987,19-136955,NAME:angers loire metropole,NAME_FALLBACK,2015-11-18,2019-09-10,45.729303547963205,2019-11-18,2.266754270696452,0.6222076215505914,0.8404844620896664,1.0,0.6,0.8097214671190311,False,False,1,0.4525611799316918,8,balanced,0.32302169365652333
15-175210,20-32203,NAME:nantes metropole,NAME_FALLBACK,2015-11-19,2020-03-06,51.54402102496714,2020-03-04,0.0657030223390276,0.9890494962768288,0.0156591733586001,0.2,0.6,0.3727430847447172,False,False,1,0.002660839773878,24,balanced,0.32302169365652333
15-175415,16-73319,NAME:commune de saint-nazaire,NAME_FALLBACK,2015-11-20,2016-05-24,6.110381077529566,2016-05-20,0.1314060446780552,0.9780989925536576,0.524444297632995,0.1,0.6,0.5180802523099626,True,False,1,0.1183824609405622,5,balanced,0.32302169365652333
15-175690,20-6485,NAME:cnieg,NAME_FALLBACK,2015-11-20,2020-01-19,49.96714848883048,2020-03-09,1.6425755584756898,0.7262374069207184,0.1341538685231255,0.2,0.6,0.3485132057132735,False,False,1,0.0519471399288472,3,balanced,0.32302169365652333
15-176598,16-35152,NAME:departement de la sarthe,NAME_FALLBACK,2015-11-23,2016-03-11,3.580814717477004,2016-05-23,2.3981603153745072,0.6003066141042488,0.7333573398843474,0.1,0.6,0.4967517224855837,True,False,1,0.1706984094719717,7,balanced,0.32302169365652333
15-178206,16-55859,NAME:centre hospitalier de saint-nazaire,NAME_FALLBACK,2015-11-27,2016-04-25,4.92772667542707,2016-05-27,1.0512483574244416,0.8247919404292597,0.1303565068804161,0.1,0.6,0.3418227625154605,True,False,1,0.0065444623076923,2,balanced,0.32302169365652333
15-178562,20-8882,NAME:ville d angers,NAME_FALLBACK,2015-11-26,2020-01-20,49.80289093298291,2020-05-23,4.073587385019711,0.3210687691633814,0.5788859900902603,1.0,0.6,0.6428772888224363,False,False,1,0.6428772888224363,1,balanced,0.32302169365652333
15-178791,19-191665,NAME:nantes metropole,NAME_FALLBACK,2015-11-30,2019-12-26,48.85019710906702,2019-11-30,0.8541392904073587,0.8576434515987735,0.1570519186524456,1.0,0.6,0.6293790344280494,False,False,1,0.0180154468352022,22,balanced,0.32302169365652333
15-184251,20-47300,SIRET:19490970100303,RAW_SIRET,2015-12-08,2020-04-02,51.80683311432325,2020-06-07,2.1681997371879107,0.6386333771353483,0.0622664096451911,0.2,1.0,0.341451587659654,False,True,1,0.341451587659654,1,balanced,0.32302169365652333
15-184743,16-80474,NAME:com communes du pays d ancenis,NAME_FALLBACK,2015-12-11,2016-06-15,6.14323258869908,2016-06-11,0.1314060446780552,0.9780989925536576,0.1661527270200235,0.1,0.6,0.3926782025954226,True,False,1,0.3926782025954226,1,balanced,0.32302169365652333
