source_notice_id,candidate_notice_id,source_date,candidate_date,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,composite_score,cpv_missing,cpv_generic_flag,candidate_rank,top1_top2_margin,n_candidates_for_source,confidence_tier,variant,threshold_used,buyer_match_mechanism,cross_establishment_same_siren,source_buyer_identity_source,candidate_buyer_identity_source
16-166758,17-82963,2016-11-17,2017-06-14,6.865965834428383,2017-04-30,1.4783180026281209,0.7536136662286466,0.23020658426763924,0.4,0.75,0.46397572105083534,False,False,1,0.46397572105083534,1,MEDIUM,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS
16-167180,17-61199,2016-11-20,2017-05-04,5.4204993429697765,2017-06-30,1.8725361366622864,0.687910643889619,0.38780256282248154,1.0,0.6,0.6677085579602733,False,False,1,0.22715854946914316,2,HIGH,strict,0.44206956893514254,M0_NAME_FALLBACK,False,NAME_FALLBACK,NAME_FALLBACK
16-170106,17-176560,2016-11-24,2017-12-17,12.746386333771353,2017-08-22,3.8436268068331145,0.35939553219448095,0.41627405498262227,0.6,0.75,0.490544802292538,False,False,1,0.07823452571071088,2,MEDIUM,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS
16-172610,17-125205,2016-11-30,2017-09-05,9.165571616294349,2017-11-29,2.7923784494086727,0.5346035917652212,0.3781336094800061,0.8,0.6,0.5659976612593074,False,False,1,0.41527323317283404,2,HIGH,strict,0.44206956893514254,M0_NAME_FALLBACK,False,NAME_FALLBACK,NAME_FALLBACK
16-175021,17-140948,2016-12-08,2017-10-08,9.986859395532194,2017-11-19,1.3797634691195795,0.7700394218134035,0.5330576514205633,0.0,0.75,0.454080033450548,False,True,1,0.013015830258685857,21,POTENTIAL,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS
16-182034,17-174760,2016-12-22,2017-12-14,11.727989487516426,2017-09-09,3.1537450722733245,0.4743758212877792,0.6868129781835746,1.0,0.75,0.7339784976861958,False,False,1,0.3739985894786401,4,HIGH,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS
16-183156,17-102039,2016-12-23,2017-07-17,6.767411300919842,2017-10-28,3.383705650459921,0.43604905825667983,0.1008754739442604,0.8,0.75,0.4593186804446611,False,False,1,0.006441034262318623,6,POTENTIAL,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,DIRECT_BOAMP_SIRET,UNIQUE_NAME_DEPARTMENT_ALIAS
16-183461,17-155110,2016-12-22,2017-11-03,10.38107752956636,2017-12-22,1.609724047306176,0.731712658782304,0.7585064200614764,0.1,0.75,0.5534054117170927,True,False,1,0.31662025541843963,2,HIGH,strict,0.44206956893514254,HISTORICAL_ALIAS_RECONCILIATION,False,UNIQUE_NAME_DEPARTMENT_ALIAS,UNIQUE_NAME_DEPARTMENT_ALIAS
16-184522,17-12394,2016-12-23,2017-01-26,1.1169513797634691,2017-04-23,2.8580814717477003,0.52365308804205,1.0,1.0,0.6,0.8409132720105124,False,False,1,0.8409132720105124,1,HIGH,strict,0.44206956893514254,M0_NAME_FALLBACK,False,NAME_FALLBACK,NAME_FALLBACK
16-184750,17-68883,2016-12-28,2017-05-19,4.664914586070959,2017-06-28,1.314060446780552,0.7809899255365746,0.6812899016760515,1.0,0.6,0.7936989469707616,False,False,1,0.028745072273324457,3,POTENTIAL,strict,0.44206956893514254,M0_NAME_FALLBACK,False,NAME_FALLBACK,NAME_FALLBACK
