notice_id,publication_date,notice_type_normalized,buyer_name_raw,buyer_name_normalized,buyer_legal_name_enriched_display,buyer_siret_raw,buyer_siret_clean,buyer_siren_from_boamp_siret,buyer_siren_enriched,buyer_siren_enriched_raw,code_departement,enrichment_department_raw,url_avis,enrichment_boamp_url,buyer_legal_category_enriched,buyer_legal_category_sirene,buyer_legal_status_enriched
24-13899,2024-02-06,APPEL_OFFRE,Ville de Saint-Malo,ville de saint-malo,COMMUNE DE SAINT MALO,17350005900014,17350005900014,173500059,213502883,213502883,35;22;50;56;29;53;44,"35,22,50,56,29,53,44",https://www.boamp.fr/pages/avis/?q=idweb:24-13899,https://www.boamp.fr/pages/avis/?q=idweb:24-13899,Commune et commune nouvelle ,7210,A
24-24363,2024-02-28,ATTRIBUTION,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,53217613800024,53217613800024,532176138,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-24363,https://www.boamp.fr/pages/avis/?q=idweb:24-24363,Région ,7230,A
24-15758,2024-02-09,ATTRIBUTION,SDIS de la Vendée,sdis de la vendee,SCE DEPARTEMENTAL INCENDIE ET SECOURS,17440005100010,17440005100010,174400051,288500010,288500010,85,85,https://www.boamp.fr/pages/avis/?q=idweb:24-15758,https://www.boamp.fr/pages/avis/?q=idweb:24-15758,Service départemental d'incendie et de secours (SDIS),7372,A
24-16380,2024-02-11,APPEL_OFFRE,Rectorat Division Scus,rectorat division scus,RECTORAT DE L'ACADEMIE DE NANTES,11000201100044,11000201100044,110002011,174404301,174404301,49;44,"49,44",https://www.boamp.fr/pages/avis/?q=idweb:24-16380,https://www.boamp.fr/pages/avis/?q=idweb:24-16380,(Autre) Service déconcentré de l'État à compétence territoriale ,7179,A
24-16969,2024-02-11,APPEL_OFFRE,CHD VENDEE - Etablissement support du GHT Vendée,chd vendee - etablissement support du ght vendee,CHD LA ROCHE SUR YON LUCON MONTAIGU,17440005100010,17440005100010,174400051,268502424,268502424,85,85,https://www.boamp.fr/pages/avis/?q=idweb:24-16969,https://www.boamp.fr/pages/avis/?q=idweb:24-16969,Établissement d'hospitalisation ,7364,A
24-17454,2024-02-14,APPEL_OFFRE,Nantes Université,nantes universite,NANTES UNIVERSITE,13002928300012,13002928300012,130029283,130029747,130029747,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-17454,https://www.boamp.fr/pages/avis/?q=idweb:24-17454,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
24-12201,2024-02-02,APPEL_OFFRE,Tribunal Administratif de Nantes,tribunal administratif de nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-12201,https://www.boamp.fr/pages/avis/?q=idweb:24-12201,Établissement d'hospitalisation ,7364,A
24-12616,2024-02-03,APPEL_OFFRE,Centre national de production d'infrastructure de la défense,centre national de production d infrastructure de la defense,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,11000201100044,11000201100044,110002011,110090016,110090016,78;91;33;13;59;44;77;22,"78,91,33,13,59,44,77,22",https://www.boamp.fr/pages/avis/?q=idweb:24-12616,https://www.boamp.fr/pages/avis/?q=idweb:24-12616,Ministère ,7113,A
24-14316,2024-02-07,ATTRIBUTION,"GRAND PORT MARITIME DE NANTES SAINTNAZAIRE, Service Achat (ACH)",grand port maritime de nantes saintnazaire service achat ach,GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE,17440005100010,17440005100010,174400051,775604853,775604853,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-14316,https://www.boamp.fr/pages/avis/?q=idweb:24-14316,Établissement public national à caractère industriel ou commercial doté d'un comptable public ,4110,A
24-20619,2024-02-21,ATTRIBUTION,VILLE DE CHOLET,ville de cholet,COMMUNE DE CHOLET,17440005100010,17440005100010,174400051,214900995,214900995,49;44;85,"49,44,85",https://www.boamp.fr/pages/avis/?q=idweb:24-20619,https://www.boamp.fr/pages/avis/?q=idweb:24-20619,Commune et commune nouvelle ,7210,A
24-20686,2024-02-21,APPEL_OFFRE,Groupement Région des Pays de la Loire (coordonnateur) et Agglo Clisson Sèvre et Maine,groupement region des pays de la loire coordonnateur et agglo clisson sevre et maine,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-20686,https://www.boamp.fr/pages/avis/?q=idweb:24-20686,Région ,7230,A
24-22783,2024-02-25,APPEL_OFFRE,Tribunal administratif de Nantes,tribunal administratif de nantes,CA CHOLET AGGLOMERATION,17440005100010,17440005100010,174400051,200071678,200071678,49;79;44;85,"49,79,44,85",https://www.boamp.fr/pages/avis/?q=idweb:24-22783,https://www.boamp.fr/pages/avis/?q=idweb:24-22783,Communauté d'agglomération ,7348,A
24-22940,2024-02-25,ATTRIBUTION,"Groupement RAUM architectes : MOSS Paysage BE Paysage (44000), BATISERF BET Structure (38600), ESPACES TEMPS BET Fluides, qualité environnementale et énergie, Coordonnateur S.S.I. (75007), CdLP Economie de la construction (35000), 2LM BET VRD (44690), Groupe GAMBA Acoustique (31670) et SPORT INITIATIVES BET Agrès gymnastique (56100)",groupement raum architectes moss paysage be paysage 44000 batiserf bet structure 38600 espaces temps bet fluides qualite environnementale et energie coordonnateur s s i 75007 cdlp economie de la construction 35000 2lm bet vrd 44690 groupe gamba acoustique 31670 et sport initiatives bet agres gymnastique 56100,COMMUNE DE SAINT MALO,52285490000035,52285490000035,522854900,213502883,213502883,35;50;22;53;56;29;44,"35,50,22,53,56,29,44",https://www.boamp.fr/pages/avis/?q=idweb:24-22940,https://www.boamp.fr/pages/avis/?q=idweb:24-22940,Commune et commune nouvelle ,7210,A
24-22050,2024-02-23,ATTRIBUTION,Sdis 35 - coordonnateur du groupement de commandes,sdis 35 - coordonnateur du groupement de commandes,SCE DEPARTEMENTAL INCENDIE ET SECOURS,39111619100027,39111619100027,391116191,283503555,283503555,35;14;22;27;36;49;72;76;85,"35,14,22,27,36,49,72,76,85",https://www.boamp.fr/pages/avis/?q=idweb:24-22050,https://www.boamp.fr/pages/avis/?q=idweb:24-22050,Service départemental d'incendie et de secours (SDIS),7372,A
24-22219,2024-02-23,ATTRIBUTION,Cholet Agglomération,cholet agglomeration,CA CHOLET AGGLOMERATION,17440005100010,17440005100010,174400051,200071678,200071678,49;44;79;85,"49,44,79,85",https://www.boamp.fr/pages/avis/?q=idweb:24-22219,https://www.boamp.fr/pages/avis/?q=idweb:24-22219,Communauté d'agglomération ,7348,A
24-24049,2024-02-28,APPEL_OFFRE,CHU NANTES,chu nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-24049,https://www.boamp.fr/pages/avis/?q=idweb:24-24049,Établissement d'hospitalisation ,7364,A
24-16801,2024-02-11,APPEL_OFFRE,Société d'aménagement de la Métropole Ouest Atlantique,societe d amenagement de la metropole ouest atlantique,S.A.M.O.A. SOC AMENA METR OUEST ATLANT,17350111500013,17350111500013,173501115,450452115,450452115,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-16801,https://www.boamp.fr/pages/avis/?q=idweb:24-16801,SA à conseil d'administration (s.a.i.),5599,A
24-17722,2024-02-14,APPEL_OFFRE,Ville de Saumur,ville de saumur,COMMUNE DE SAUMUR,17440005100010,17440005100010,174400051,214903288,214903288,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-17722,https://www.boamp.fr/pages/avis/?q=idweb:24-17722,Commune et commune nouvelle ,7210,A
24-11264,2024-02-01,APPEL_OFFRE,"GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE, Service Achat (ACH)",grand port maritime de nantes saint-nazaire service achat ach,GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE,17440005100010,17440005100010,174400051,775604853,775604853,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-11264,https://www.boamp.fr/pages/avis/?q=idweb:24-11264,Établissement public national à caractère industriel ou commercial doté d'un comptable public ,4110,A
24-11072,2024-02-01,APPEL_OFFRE,Alter Public au nom et pour le compte d'Angers Loire Métropole.,alter public au nom et pour le compte d angers loire metropole,ALTER PUBLIC,17440005100010,17440005100010,174400051,528848153,528848153,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-11072,https://www.boamp.fr/pages/avis/?q=idweb:24-11072,SA à conseil d'administration (s.a.i.),5599,A
24-11888,2024-02-02,APPEL_OFFRE,"GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE, Service Achat",grand port maritime de nantes saint-nazaire service achat,GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE,17440005100010,17440005100010,174400051,775604853,775604853,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-11888,https://www.boamp.fr/pages/avis/?q=idweb:24-11888,Établissement public national à caractère industriel ou commercial doté d'un comptable public ,4110,A
24-12348,2024-02-02,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;72;85,"44,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-12348,https://www.boamp.fr/pages/avis/?q=idweb:24-12348,Région ,7230,A
24-12556,2024-02-03,APPEL_OFFRE,Tribunal Administratif de Nantes,tribunal administratif de nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-12556,https://www.boamp.fr/pages/avis/?q=idweb:24-12556,Établissement d'hospitalisation ,7364,A
24-13069,2024-02-04,ATTRIBUTION,Nantes Université,nantes universite,NANTES UNIVERSITE,50461584000023,50461584000023,504615840,130029747,130029747,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-13069,https://www.boamp.fr/pages/avis/?q=idweb:24-13069,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
24-12002,2024-02-02,APPEL_OFFRE,REGION PAYS DE LA LOIRE,region pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-12002,https://www.boamp.fr/pages/avis/?q=idweb:24-12002,Région ,7230,A
24-12934,2024-02-04,ATTRIBUTION,"ALTER PUBLIC agissant au nom et pour le compte 
la commune d'Avrillé",alter public agissant au nom et pour le compte la commune d avrille,ALTER PUBLIC,82322742600033,82322742600033,823227426,528848153,528848153,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-12934,https://www.boamp.fr/pages/avis/?q=idweb:24-12934,SA à conseil d'administration (s.a.i.),5599,A
24-14503,2024-02-07,APPEL_OFFRE,Tribunal Administratif de Rennes,tribunal administratif de rennes,MINISTERE DES ARMEES ET DES ANCIENS COMBATTANTS,11000201100044,11000201100044,110002011,110090016,110090016,49;53;72,"49,53,72",https://www.boamp.fr/pages/avis/?q=idweb:24-14503,https://www.boamp.fr/pages/avis/?q=idweb:24-14503,Ministère ,7113,A
24-24724,2024-02-29,APPEL_OFFRE,Communauté d'Agglomération du Niortais,communaute d agglomeration du niortais,CA DU NIORTAIS,17860004500029,17860004500029,178600045,200041317,200041317,79;16;17;85;86,"79,16,17,85,86",https://www.boamp.fr/pages/avis/?q=idweb:24-24724,https://www.boamp.fr/pages/avis/?q=idweb:24-24724,Communauté d'agglomération ,7348,A
24-18943,2024-02-16,ATTRIBUTION,Département de Maine-et-Loire,departement de maine-et-loire,DEPARTEMENT DE MAINE ET LOIRE,44356638500011,44356638500011,443566385,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-18943,https://www.boamp.fr/pages/avis/?q=idweb:24-18943,Département ,7220,A
24-19282,2024-02-17,ATTRIBUTION,I2D Conseils,i2d conseils,SCE DEPARTEMENTAL INCENDIE ET SECOURS,52192228600047,52192228600047,521922286,284900016,284900016,49;35;44;53,"49,35,44,53",https://www.boamp.fr/pages/avis/?q=idweb:24-19282,https://www.boamp.fr/pages/avis/?q=idweb:24-19282,Service départemental d'incendie et de secours (SDIS),7372,A
24-19872,2024-02-18,APPEL_OFFRE,Tribunal Administratif de Nantes,tribunal administratif de nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-19872,https://www.boamp.fr/pages/avis/?q=idweb:24-19872,Établissement d'hospitalisation ,7364,A
24-20607,2024-02-21,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-20607,https://www.boamp.fr/pages/avis/?q=idweb:24-20607,Région ,7230,A
24-21311,2024-02-22,APPEL_OFFRE,Cour administrative d'Appel de Rennes,cour administrative d appel de rennes,CPAM DE LOIRE ATLANTIQUE,17350111501557,17350111501557,173501115,515163749,515163749,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-21311,https://www.boamp.fr/pages/avis/?q=idweb:24-21311,Régime général de la Sécurité Sociale,8110,A
24-21976,2024-02-23,ATTRIBUTION,VILLE DE CHOLET,ville de cholet,COMMUNE DE CHOLET,30213540500124,30213540500124,302135405,214900995,214900995,49;44;79;85,"49,44,79,85",https://www.boamp.fr/pages/avis/?q=idweb:24-21976,https://www.boamp.fr/pages/avis/?q=idweb:24-21976,Commune et commune nouvelle ,7210,A
24-23995,2024-02-28,APPEL_OFFRE,Cholet Agglomération,cholet agglomeration,CA CHOLET AGGLOMERATION,17440005100010,17440005100010,174400051,200071678,200071678,49;44;85;79,"49,44,85,79",https://www.boamp.fr/pages/avis/?q=idweb:24-23995,https://www.boamp.fr/pages/avis/?q=idweb:24-23995,Communauté d'agglomération ,7348,A
24-15599,2024-02-09,APPEL_OFFRE,Ville de Cholet,ville de cholet,COMMUNE DE CHOLET,17350111500864,17350111500864,173501115,214900995,214900995,49;44;85,"49,44,85",https://www.boamp.fr/pages/avis/?q=idweb:24-15599,https://www.boamp.fr/pages/avis/?q=idweb:24-15599,Commune et commune nouvelle ,7210,A
24-16783,2024-02-11,ATTRIBUTION,CHD VENDEE,chd vendee,CHD LA ROCHE SUR YON LUCON MONTAIGU,50937719800023,50937719800023,509377198,268502424,268502424,85,85,https://www.boamp.fr/pages/avis/?q=idweb:24-16783,https://www.boamp.fr/pages/avis/?q=idweb:24-16783,Établissement d'hospitalisation ,7364,A
24-18407,2024-02-15,APPEL_OFFRE,CA PORNIC AGGLO PAYS DE RETZ,ca pornic agglo pays de retz,CA PORNIC AGGLO PAYS DE RETZ,17440005100010,17440005100010,174400051,200067346,200067346,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-18407,https://www.boamp.fr/pages/avis/?q=idweb:24-18407,Communauté d'agglomération ,7348,A
24-20266,2024-02-20,APPEL_OFFRE,Région Pays de la Loire,region pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-20266,https://www.boamp.fr/pages/avis/?q=idweb:24-20266,Région ,7230,A
24-20777,2024-02-21,APPEL_OFFRE,Tribunal administratif de Nantes,tribunal administratif de nantes,DEPARTEMENT DE MAINE ET LOIRE,17440005100010,17440005100010,174400051,224900019,224900019,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-20777,https://www.boamp.fr/pages/avis/?q=idweb:24-20777,Département ,7220,A
24-20796,2024-02-21,APPEL_OFFRE,Groupement Région des Pays de la Loire (coordonnateur) et Agglo Pornic Pays de retz,groupement region des pays de la loire coordonnateur et agglo pornic pays de retz,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-20796,https://www.boamp.fr/pages/avis/?q=idweb:24-20796,Région ,7230,A
24-16054,2024-02-10,ATTRIBUTION,BACKNET SOLUTIONS,backnet solutions,INOVAGORA,48756658000014,48756658000014,487566580,434330528,434330528,49;72;53;44,"49,72,53,44",https://www.boamp.fr/pages/avis/?q=idweb:24-16054,https://www.boamp.fr/pages/avis/?q=idweb:24-16054,Société à responsabilité limitée (sans autre indication),5499,A
24-18647,2024-02-16,APPEL_OFFRE,Cholet Agglomération,cholet agglomeration,CA CHOLET AGGLOMERATION,17350111500864,17350111500864,173501115,200071678,200071678,49;44;85,"49,44,85",https://www.boamp.fr/pages/avis/?q=idweb:24-18647,https://www.boamp.fr/pages/avis/?q=idweb:24-18647,Communauté d'agglomération ,7348,A
24-19027,2024-02-16,APPEL_OFFRE,Ville de Saumur,ville de saumur,COMMUNE DE SAUMUR,17440005100010,17440005100010,174400051,214903288,214903288,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-19027,https://www.boamp.fr/pages/avis/?q=idweb:24-19027,Commune et commune nouvelle ,7210,A
24-20645,2024-02-21,APPEL_OFFRE,Région Pays de la Loire,region pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-20645,https://www.boamp.fr/pages/avis/?q=idweb:24-20645,Région ,7230,A
24-22973,2024-02-25,APPEL_OFFRE,Tribunal administratif de Rennes,tribunal administratif de rennes,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,17350005900014,17350005900014,173500059,180089013,180089013,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-22973,https://www.boamp.fr/pages/avis/?q=idweb:24-22973,Établissement public national à caractère administratif ,7389,A
24-24255,2024-02-28,ATTRIBUTION,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-24255,https://www.boamp.fr/pages/avis/?q=idweb:24-24255,Région ,7230,A
24-24662,2024-02-29,ATTRIBUTION,Mairie de Saint-Herblain,mairie de saint-herblain,COMMUNE DE SAINT-HERBLAIN,86380037100123,86380037100123,863800371,214401622,214401622,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-24662,https://www.boamp.fr/pages/avis/?q=idweb:24-24662,Commune et commune nouvelle ,7210,A
24-16943,2024-02-11,APPEL_OFFRE,Région des Pays de la Loire,region des pays de la loire,REGION DES PAYS DE LA LOIRE,17440005100010,17440005100010,174400051,234400034,234400034,44;49;53;72;85,"44,49,53,72,85",https://www.boamp.fr/pages/avis/?q=idweb:24-16943,https://www.boamp.fr/pages/avis/?q=idweb:24-16943,Région ,7230,A
24-18029,2024-02-15,APPEL_OFFRE,Ville de Cholet,ville de cholet,COMMUNE DE CHOLET,17350111500864,17350111500864,173501115,214900995,214900995,49;44;85,"49,44,85",https://www.boamp.fr/pages/avis/?q=idweb:24-18029,https://www.boamp.fr/pages/avis/?q=idweb:24-18029,Commune et commune nouvelle ,7210,A
24-19031,2024-02-16,APPEL_OFFRE,Tribunal Administratif de Nantes,tribunal administratif de nantes,CHU NANTES,17440005100010,17440005100010,174400051,264400136,264400136,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-19031,https://www.boamp.fr/pages/avis/?q=idweb:24-19031,Établissement d'hospitalisation ,7364,A
24-21452,2024-02-22,ATTRIBUTION,ALTER PUBLIC agissant au nom et pour le compte de la Communauté de Communes Anjou Bleu Communauté,alter public agissant au nom et pour le compte de la communaute de communes anjou bleu communaute,ALTER PUBLIC,48791167900040,48791167900040,487911679,528848153,528848153,49,49,https://www.boamp.fr/pages/avis/?q=idweb:24-21452,https://www.boamp.fr/pages/avis/?q=idweb:24-21452,SA à conseil d'administration (s.a.i.),5599,A
24-11266,2024-02-01,APPEL_OFFRE,"GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE, Service Achat (ACH)",grand port maritime de nantes saint-nazaire service achat ach,GRAND PORT MARITIME DE NANTES SAINT-NAZAIRE,17440005100010,17440005100010,174400051,775604853,775604853,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-11266,https://www.boamp.fr/pages/avis/?q=idweb:24-11266,Établissement public national à caractère industriel ou commercial doté d'un comptable public ,4110,A
24-11607,2024-02-01,ATTRIBUTION,ORTHO SERV,ortho serv,HOPITAL LE MANS,50180145000039,50180145000039,501801450,267200160,267200160,72,72,https://www.boamp.fr/pages/avis/?q=idweb:24-11607,https://www.boamp.fr/pages/avis/?q=idweb:24-11607,Établissement d'hospitalisation ,7364,A
24-12177,2024-02-02,ATTRIBUTION,Territoire d'énergie Mayenne,territoire d energie mayenne,TERRITOIRE D'ENERGIE MAYENNE,77566487304212,77566487304212,775664873,200082477,200082477,53,53,https://www.boamp.fr/pages/avis/?q=idweb:24-12177,https://www.boamp.fr/pages/avis/?q=idweb:24-12177,Syndicat mixte fermé ,7354,A
24-12833,2024-02-04,ATTRIBUTION,Nantes Université,nantes universite,NANTES UNIVERSITE,13002928300012,13002928300012,130029283,130029747,130029747,44,44,https://www.boamp.fr/pages/avis/?q=idweb:24-12833,https://www.boamp.fr/pages/avis/?q=idweb:24-12833,Établissement public national à caractère scientifique culturel et professionnel ,7383,A
