domain_normalized,registered_domain,observation_count,distinct_profile_buyer_names,dominant_buyer_normalized,dominant_buyer_share,buyer_entropy,domain_specificity
marches-demat.com,marches-demat.com,13,7,ville d aire sur la lys,0.23076923076923078,2.6612262562697895,AMBIGUOUS
splmpc.achatpublic.com,achatpublic.com,13,7,s p l midi-pyrenees construction,0.3076923076923077,2.623516641218015,GENERIC_PLATFORM
lacite-nantes.e-marchespublics.com,e-marchespublics.com,13,1,la cite des congres de nantes,1.0,-0.0,GENERIC_PLATFORM
lacite-nantes.fr,lacite-nantes.fr,13,1,la cite des congres de nantes,1.0,-0.0,BUYER_SPECIFIC
marches-securise.fr,marches-securise.fr,12,11,commune de fontenay le comte,0.16666666666666666,3.4182958340544896,AMBIGUOUS
loire.marches-publics.info,marches-publics.info,12,10,ville de saint bonnet le chateau,0.16666666666666666,3.2516291673878226,GENERIC_PLATFORM
m13.paris.fr,paris.fr,12,10,ville de paris,0.16666666666666666,3.2516291673878226,AMBIGUOUS
lamaisondudocument.com,lamaisondudocument.com,12,9,cdc de la suisse normande,0.16666666666666666,3.084962500721156,AMBIGUOUS
achats.regioncentre.fr,regioncentre.fr,12,8,conseil regional du centre,0.25,2.8553885422075336,AMBIGUOUS
lametro.marcoweb.fr,marcoweb.fr,12,7,grenoble alpes metropole,0.25,2.625814583693911,AMBIGUOUS
marches.cg13.fr,cg13.fr,12,7,departement des bouches du rhone,0.3333333333333333,2.584962500721156,AMBIGUOUS
caissedesdepots.marches-publics.info,marches-publics.info,12,1,caisse des depots,1.0,-0.0,GENERIC_PLATFORM
achats-limousin.com,achats-limousin.com,11,10,ville de limoges,0.18181818181818182,3.2776134368191157,AMBIGUOUS
ladepeche-legales.com,ladepeche-legales.com,11,9,com de communes coeur de garonne,0.18181818181818182,3.095795255000934,AMBIGUOUS
lavoixdelain.fr,lavoixdelain.fr,11,9,com de com rhone-chartreuse de porte,0.18181818181818182,3.095795255000934,AMBIGUOUS
landespublic.org,landespublic.org,11,8,mairie de castets,0.18181818181818182,2.913977073182752,AMBIGUOUS
laregion.fr,laregion.fr,11,7,conseil regional languedoc roussillon,0.18181818181818182,2.7321588913645702,AMBIGUOUS
marchespublics-aquitaine.fr,marchespublics-aquitaine.fr,11,7,bordeaux metropole,0.2727272727272727,2.663532754804255,AMBIGUOUS
ville-lons.marcoweb.fr,marcoweb.fr,11,7,commune-lons-le-saunier,0.2727272727272727,2.663532754804255,AMBIGUOUS
seau.fr,seau.fr,11,5,societe d equipement de l auvergne,0.36363636363636365,2.1867043459100244,AMBIGUOUS
marches-securies.fr,marches-securies.fr,11,3,cdc du pays de saint gilles cx de vie,0.8181818181818182,0.8658566174572235,HIGHLY_CONCENTRATED
smbgroupe.doubletrade.net,doubletrade.net,11,3,maine loire habitat office pub habitat,0.45454545454545453,1.4949188482339508,AMBIGUOUS
achapublic.com,achapublic.com,10,10,a p i j,0.1,3.321928094887362,AMBIGUOUS
hector-appel-offres.com,hector-appel-offres.com,10,10,association hospitaliere de bretagne,0.1,3.321928094887362,AMBIGUOUS
cubik.marches-securises.fr,marches-securises.fr,10,9,commune de vexin sur epte,0.2,3.121928094887362,GENERIC_PLATFORM
abpao.fr,abpao.fr,10,8,mairie,0.3,2.8464393446710154,AMBIGUOUS
marche.e-megalisbretagne.org,e-megalisbretagne.org,10,8,mairie,0.3,2.8464393446710154,AMBIGUOUS
marches.agglo-belfort.fr,agglo-belfort.fr,10,8,cte de l agglomeration belfortaine,0.2,2.9219280948873623,AMBIGUOUS
territoireouestrhodanien.marcoweb.fr,marcoweb.fr,10,8,syndicat des eaux rhone loire nord,0.2,2.9219280948873623,AMBIGUOUS
ariarepro.fr,ariarepro.fr,10,7,agglomeration de senart,0.3,2.6464393446710153,AMBIGUOUS
marchespublics.alsacechampagneardennelorraine.eu,alsacechampagneardennelorraine.eu,10,7,alsace champagne-ardenne lorraine,0.2,2.721928094887362,AMBIGUOUS
marchespublics.grandangouleme.fr,grandangouleme.fr,10,7,centre communal d action sociale,0.2,2.721928094887362,AMBIGUOUS
mpe27.com,mpe27.com,10,7,communaute de communes de l andelle,0.2,2.721928094887362,AMBIGUOUS
marchespublics.grandest.fr,grandest.fr,10,6,region grand est,0.3,2.4464393446710155,AMBIGUOUS
can.marcoweb.fr,marcoweb.fr,10,5,commune de narbonne,0.5,1.9609640474436814,SHARED_INSTITUTIONAL
marches.departement13.fr,departement13.fr,10,3,conseil departemental 13,0.6,1.295461844238322,SHARED_INSTITUTIONAL
sarthemarchespublics.fr,sarthemarchespublics.fr,10,2,ville de sable sur sarthe,0.7,0.8812908992306927,SHARED_INSTITUTIONAL
synapse-ouest.fr,synapse-ouest.fr,10,2,ca saumur val de loire,0.5,1.0,SHARED_INSTITUTIONAL
ademe.fr,ademe.fr,10,1,ademe,1.0,-0.0,BUYER_SPECIFIC
smbgroupe.doubletrade.com,doubletrade.com,10,1,maine loire habitat office pub habitat,1.0,-0.0,BUYER_SPECIFIC
sivom-ambert.fr,sivom-ambert.fr,9,9,communaute de communes du ht livradois,0.1111111111111111,3.169925001442312,AMBIGUOUS
marches-publics-gouv.fr,marches-publics-gouv.fr,9,8,mindef dga do s2a,0.2222222222222222,2.94770277922009,AMBIGUOUS
marches.cdg596280.fr,cdg596280.fr,9,8,ville de leers,0.2222222222222222,2.94770277922009,AMBIGUOUS
msa.achatpublic.com,achatpublic.com,9,8,msa alpes du nord,0.2222222222222222,2.94770277922009,GENERIC_PLATFORM
sidec-jura.fr,sidec-jura.fr,9,8,sidec du jura,0.2222222222222222,2.94770277922009,AMBIGUOUS
somival.e-marchespublics.com,e-marchespublics.com,9,8,ville de dunieres,0.2222222222222222,2.94770277922009,GENERIC_PLATFORM
lacentraledesmarches.com,lacentraledesmarches.com,9,7,com de communes du pays de camembert,0.2222222222222222,2.725480556997868,AMBIGUOUS
marche-public.gouv.fr,marche-public.gouv.fr,9,7,mindef sga dcsid esid bordeaux,0.2222222222222222,2.725480556997868,AMBIGUOUS
marchespublics.ght13.fr,ght13.fr,9,7,ch specialise montperrin,0.2222222222222222,2.725480556997868,AMBIGUOUS
auvergnerhonealpes.achatpublic.com,achatpublic.com,9,6,region auvergne rhone alpes,0.4444444444444444,2.2810361125534233,GENERIC_PLATFORM
lenumeriquedocument.com,lenumeriquedocument.com,9,6,pref reg nord-pas-de-calais-picardie,0.2222222222222222,2.5032583347756456,AMBIGUOUS
marchespublics.amiens-metropole.com,amiens-metropole.com,9,6,amiens metropole,0.3333333333333333,2.4193819456463714,AMBIGUOUS
amiens.fr,amiens.fr,9,5,amiens metropole,0.3333333333333333,2.113283334294875,AMBIGUOUS
marchespublics.ampmetropole.fr,ampmetropole.fr,9,4,metropole d aix marseille provence,0.4444444444444444,1.836591668108979,AMBIGUOUS
marchespublics.mairie-saintpaul.re,mairie-saintpaul.re,9,4,commune de saint-paul,0.3333333333333333,1.8910611120726526,AMBIGUOUS
achats.versailles.fr,versailles.fr,9,3,cc versailles grand parc,0.3333333333333333,1.584962500721156,AMBIGUOUS
marches-publics.sis-france.com,sis-france.com,9,3,ville de sable sur sarthe,0.7777777777777778,0.9864267287308424,SHARED_INSTITUTIONAL
cotesdarmor.fr,cotesdarmor.fr,9,2,departement des cotes d armor,0.6666666666666666,0.9182958340544896,SHARED_INSTITUTIONAL
laval.achatpublic.com,achatpublic.com,9,1,ville de laval,1.0,-0.0,GENERIC_PLATFORM
mairie-carquefou.e-marchespublics.com,e-marchespublics.com,9,1,ville de carquefou,1.0,-0.0,GENERIC_PLATFORM
bretagne-marchespublics.e-marchespublics.com,e-marchespublics.com,8,8,cideral,0.125,3.0,GENERIC_PLATFORM
charente.marches-publics.info,marches-publics.info,8,8,asa aume-couture,0.125,3.0,GENERIC_PLATFORM
demat.ampa.fr,ampa.fr,8,7,communaute de communes de lacq-orthez,0.25,2.75,AMBIGUOUS
e-marchespublic.com,e-marchespublic.com,8,7,association e2c lorraine,0.25,2.75,AMBIGUOUS
manche-repro.com,manche-repro.com,8,7,ctre dep gest fonction pub territoria,0.25,2.75,AMBIGUOUS
marches-publics.agglo-muretain.fr,agglo-muretain.fr,8,7,le muretain agglo,0.25,2.75,AMBIGUOUS
marches.montpellier-agglo.com,montpellier-agglo.com,8,7,ville de montpellier,0.25,2.75,AMBIGUOUS
teractem.achatpublic.com,achatpublic.com,8,7,commune de sevrier,0.25,2.75,GENERIC_PLATFORM
commandepublique.ha-py.fr,ha-py.fr,8,6,communaute de communes de hte bigorre,0.25,2.5,AMBIGUOUS
depoz.fr,depoz.fr,8,6,communaute de communes des monts de gy,0.25,2.5,AMBIGUOUS
iledefrance.fr,iledefrance.fr,8,6,region ile-de-france,0.375,2.4056390622295662,AMBIGUOUS
lunion-legales.fr,lunion-legales.fr,8,6,mairie,0.375,2.4056390622295662,AMBIGUOUS
marchespublics.agglo-villefranche.fr,agglo-villefranche.fr,8,6,mairie,0.375,2.4056390622295662,AMBIGUOUS
marchespublics.gard.fr,gard.fr,8,6,conseil general du gard,0.25,2.5,AMBIGUOUS
omnisconseil.fr,omnisconseil.fr,8,6,cc terre lorraine du longuyonnais,0.25,2.5,AMBIGUOUS
uamc14.com,uamc14.com,8,6,commune de st pierre en auge,0.375,2.4056390622295662,AMBIGUOUS
aapc.fr,aapc.fr,8,5,caisse des ecoles de reims,0.25,2.25,AMBIGUOUS
granville.marcoweb.fr,marcoweb.fr,8,5,cte commune granville terre et mer,0.25,2.25,AMBIGUOUS
marches.grandreims.fr,grandreims.fr,8,5,ville de reims,0.375,2.1556390622295662,AMBIGUOUS
marchespublics-smica.safetender.com,safetender.com,8,5,argences en aubrac,0.25,2.25,AMBIGUOUS
mp.maires81.asso.fr,maires81.asso.fr,8,5,cc centre tarn,0.25,2.25,AMBIGUOUS
savoie.marcoweb.fr,marcoweb.fr,8,4,conseil general de la savoie,0.375,1.811278124459133,AMBIGUOUS
istres.fr,istres.fr,8,3,ville d istres,0.625,1.2987949406953985,SHARED_INSTITUTIONAL
marches.departement86.fr,departement86.fr,8,3,conseil general de la vienne,0.625,1.2987949406953985,SHARED_INSTITUTIONAL
synapse-entreprises.fr,synapse-entreprises.fr,8,3,ville de saumur,0.75,1.061278124459133,SHARED_INSTITUTIONAL
ville-nogentsurmarne.achatpublic.com,achatpublic.com,8,3,centre communal d action sociale,0.5,1.4056390622295665,GENERIC_PLATFORM
caissedesdepots.fr,caissedesdepots.fr,8,1,caisse des depots,1.0,-0.0,BUYER_SPECIFIC
cc-sevreloire.e-marchespublics.com,e-marchespublics.com,8,1,communaute de communes sevre et loire,1.0,-0.0,GENERIC_PLATFORM
mauges-sur-loire.e-marchespublics.com,e-marchespublics.com,8,1,commune de mauges sur loire,1.0,-0.0,GENERIC_PLATFORM
maugescommunaute.fr,maugescommunaute.fr,8,1,mauges communaute,1.0,-0.0,BUYER_SPECIFIC
montrevaultsurevre.e-marchespublics.com,e-marchespublics.com,8,1,montrevault-sur-evre,1.0,-0.0,GENERIC_PLATFORM
54.marches-publics.info,marches-publics.info,7,7,communaute com du pays du saintois,0.14285714285714285,2.807354922057604,GENERIC_PLATFORM
marchespublics.com,marchespublics.com,7,7,cte de cnes canton de pont de veyle,0.14285714285714285,2.807354922057604,AMBIGUOUS
marchespublics.omnisconseil.fr,omnisconseil.fr,7,7,cc champagne et saulx,0.14285714285714285,2.807354922057604,AMBIGUOUS
novade.achatpublic.com,achatpublic.com,7,7,commune de collonges,0.14285714285714285,2.807354922057604,GENERIC_PLATFORM
wwww.marches-securises.fr,marches-securises.fr,7,7,ca nimes metropole,0.14285714285714285,2.807354922057604,GENERIC_PLATFORM
achat-hopital.fr,achat-hopital.fr,7,6,centre hospitalier leon binet,0.2857142857142857,2.5216406363433186,AMBIGUOUS
achats.regioncentre-valdeloire.fr,regioncentre-valdeloire.fr,7,6,soc amenagement equipement dept 28,0.2857142857142857,2.5216406363433186,AMBIGUOUS
agglohm.marcoweb.fr,marcoweb.fr,7,6,ville de vias,0.2857142857142857,2.5216406363433186,AMBIGUOUS
ambertlivradoisforez.fr,ambertlivradoisforez.fr,7,6,commune d ambert,0.2857142857142857,2.5216406363433186,AMBIGUOUS
avispublicsdebretagne.com,avispublicsdebretagne.com,7,6,association clinique saint joseph,0.2857142857142857,2.5216406363433186,AMBIGUOUS
collectivitesdugenevois74.net,collectivitesdugenevois74.net,7,6,ville d archamps,0.2857142857142857,2.5216406363433186,AMBIGUOUS
groupe38.achatpublic.com,achatpublic.com,7,6,ia conseil general de l isere cg 38,0.2857142857142857,2.5216406363433186,GENERIC_PLATFORM
marchespublics.chambery-metropole.fr,chambery-metropole.fr,7,6,ville de cognin,0.2857142857142857,2.5216406363433186,AMBIGUOUS
achat-public.com,achat-public.com,7,5,institut national du cancer inca,0.42857142857142855,2.1280852788913944,AMBIGUOUS
agglo-limoges.e-marchespublics.com,e-marchespublics.com,7,5,communaute d agl limoges metropole,0.2857142857142857,2.2359263506290326,GENERIC_PLATFORM
chaumeil-marchespublics.fr,chaumeil-marchespublics.fr,7,5,siaep de la basse-limagne,0.42857142857142855,2.1280852788913944,AMBIGUOUS
hauts-de-seine.fr,hauts-de-seine.fr,7,5,cons depart des hauts-de-seine,0.2857142857142857,2.2359263506290326,AMBIGUOUS
marches.reimsmetropole.fr,reimsmetropole.fr,7,5,reims metropole,0.2857142857142857,2.2359263506290326,AMBIGUOUS
marchespublics.cr-champagne-ardenne.fr,cr-champagne-ardenne.fr,7,5,conseil regional de champagne ardenne,0.2857142857142857,2.2359263506290326,AMBIGUOUS
spl-xdemat.fr,spl-xdemat.fr,7,5,ville de givet,0.2857142857142857,2.2359263506290326,AMBIGUOUS
sudouest-marchespublics.com,sudouest-marchespublics.com,7,5,syndicat mixte de la rive droite,0.2857142857142857,2.2359263506290326,AMBIGUOUS
annemasse-agglo.fr,annemasse-agglo.fr,7,4,ca annemasse agglo,0.2857142857142857,1.950212064914747,AMBIGUOUS
cogemip.achatpublic.com,achatpublic.com,7,4,sa cogemip societe d economie mixte,0.5714285714285714,1.6644977792004614,GENERIC_PLATFORM
justice.gouv.fr,justice.gouv.fr,7,4,ministere de la justice,0.5714285714285714,1.6644977792004614,SHARED_INSTITUTIONAL
maisonsetcites.fr,maisonsetcites.fr,7,4,maisons et cites soginorpa,0.5714285714285714,1.6644977792004614,SHARED_INSTITUTIONAL
marchespublics-herault.safetender.com,safetender.com,7,4,cdg de l herault,0.2857142857142857,1.950212064914747,AMBIGUOUS
marchespublics.loire.fr,loire.fr,7,4,commune d andrezieux boutheon,0.2857142857142857,1.950212064914747,AMBIGUOUS
ville-martigues.marcoweb.fr,marcoweb.fr,7,4,c a du pays de martigues,0.5714285714285714,1.6644977792004614,SHARED_INSTITUTIONAL
vitry94.achatpublic.com,achatpublic.com,7,4,commune de vitry sur seine,0.2857142857142857,1.950212064914747,GENERIC_PLATFORM
ccm.marcoweb.fr,marcoweb.fr,7,3,cte d agglomeration de bourg en bresse,0.42857142857142855,1.5566567074628228,AMBIGUOUS
ville-roquebrune-argens.e-marchespublics.com,e-marchespublics.com,7,3,commune de roquebrune sur argens,0.5714285714285714,1.3787834934861753,GENERIC_PLATFORM
chambre-agriculture-pdl.e-marchespublics.com,e-marchespublics.com,7,2,chambre agriculture pays de la loire,0.7142857142857143,0.863120568566631,GENERIC_PLATFORM
defense.gouv.fr,defense.gouv.fr,7,2,dirisi,0.8571428571428571,0.5916727785823275,HIGHLY_CONCENTRATED
ville-creteil-marches.achatpublic.com,achatpublic.com,7,2,ville de creteil,0.7142857142857143,0.863120568566631,GENERIC_PLATFORM
ch-cholet.e-marchespublics.com,e-marchespublics.com,7,1,centre hospitalier de cholet,1.0,-0.0,GENERIC_PLATFORM
ecollectivitesvendee.fr,ecollectivitesvendee.fr,7,1,e-collectivites vendee,1.0,-0.0,BUYER_SPECIFIC
mairie-reze.marcoweb.fr,marcoweb.fr,7,1,ville de reze,1.0,-0.0,BUYER_SPECIFIC
marches-publics.regionreunion.com,regionreunion.com,7,1,conseil regional de la reunion,1.0,-0.0,BUYER_SPECIFIC
oniris-nantes.fr,oniris-nantes.fr,7,1,oniris,1.0,-0.0,BUYER_SPECIFIC
synaspe-ouest.com,synaspe-ouest.com,7,1,sm megalis,1.0,-0.0,BUYER_SPECIFIC
am41.org,am41.org,6,6,cc du grand chambord,0.16666666666666666,2.584962500721156,AMBIGUOUS
marches.fhf.fr,fhf.fr,6,6,ehpad des abers,0.16666666666666666,2.584962500721156,AMBIGUOUS
marchespublics.reseaudescommunes.fr,reseaudescommunes.fr,6,6,commune d amplepuis,0.16666666666666666,2.584962500721156,AMBIGUOUS
portail.marcoweb.fr,marcoweb.fr,6,6,ccas de baillargues,0.16666666666666666,2.584962500721156,AMBIGUOUS
uamc14.org,uamc14.org,6,6,commune de mathieu,0.16666666666666666,2.584962500721156,AMBIGUOUS
aobtp.net,aobtp.net,6,5,residence du perron,0.3333333333333333,2.2516291673878226,AMBIGUOUS
bourgognefranchecomte.fr,bourgognefranchecomte.fr,6,5,sedd mandataire crfc,0.3333333333333333,2.2516291673878226,AMBIGUOUS
bretagne-marchespublics.com,bretagne-marchespublics.com,6,5,commune de benodet,0.3333333333333333,2.2516291673878226,AMBIGUOUS
cluses.marcoweb.fr,marcoweb.fr,6,5,centre communal d action sociale,0.3333333333333333,2.2516291673878226,AMBIGUOUS
eadministration.lafibre64.fr,lafibre64.fr,6,5,departement des pyrenees-atlantiques,0.3333333333333333,2.2516291673878226,AMBIGUOUS
leprogres-legales.com,leprogres-legales.com,6,5,siaba,0.3333333333333333,2.2516291673878226,AMBIGUOUS
marche.maximilien.fr,maximilien.fr,6,5,ville de paris,0.3333333333333333,2.2516291673878226,GENERIC_PLATFORM
marches-meuse.fr,marches-meuse.fr,6,5,syndicat mixte du lac de madine,0.3333333333333333,2.2516291673878226,AMBIGUOUS
marches-publics.hauts-de-seine.fr,hauts-de-seine.fr,6,5,conseil general des hauts-de-seine,0.3333333333333333,2.2516291673878226,AMBIGUOUS
marchespublics.chambery-bauges-metropole.fr,chambery-bauges-metropole.fr,6,5,ville de cognin,0.3333333333333333,2.2516291673878226,AMBIGUOUS
marchespublics.colombes.fr,colombes.fr,6,5,centre communal d action sociale,0.3333333333333333,2.2516291673878226,AMBIGUOUS
marchespublics.lacharente.fr,lacharente.fr,6,5,departement de la charente,0.3333333333333333,2.2516291673878226,AMBIGUOUS
sepadour.achatpublic.com,achatpublic.com,6,5,sepa,0.3333333333333333,2.2516291673878226,GENERIC_PLATFORM
ville-levallois.fr,ville-levallois.fr,6,5,centre communal d action sociale,0.3333333333333333,2.2516291673878226,AMBIGUOUS
ww.marches-publics.gouv.fr,marches-publics.gouv.fr,6,5,dreal pays de la loire,0.3333333333333333,2.2516291673878226,GENERIC_PLATFORM
berri.marcoweb.fr,marcoweb.fr,6,4,c a v des officiers ministeriels,0.3333333333333333,1.9182958340544893,AMBIGUOUS
cceg.e-marchespublics.com,e-marchespublics.com,6,4,cte de communes d erdre et gesvres,0.5,1.7924812503605778,GENERIC_PLATFORM
marchespublics.fr,marchespublics.fr,6,4,cnfpt,0.3333333333333333,1.9182958340544893,AMBIGUOUS
marchespublics.metropole-amp.fr,metropole-amp.fr,6,4,cte urbaine mpm,0.3333333333333333,1.9182958340544893,AMBIGUOUS
marchespublicsmanche.fr,marchespublicsmanche.fr,6,4,communaute d agglomeration du cotentin,0.3333333333333333,1.9182958340544893,AMBIGUOUS
nicematinmarchespublics.com,nicematinmarchespublics.com,6,4,syndicat interhospitalier,0.5,1.7924812503605778,SHARED_INSTITUTIONAL
picardiegazette.fr,picardiegazette.fr,6,4,mairie de soissons,0.3333333333333333,1.9182958340544893,AMBIGUOUS
republicain-lorrain.fr,republicain-lorrain.fr,6,4,centre hospitalier de jury,0.5,1.7924812503605778,SHARED_INSTITUTIONAL
territoires.achatpublic.com,achatpublic.com,6,4,territoires publics,0.3333333333333333,1.9182958340544893,GENERIC_PLATFORM
ville-vire.marcoweb.fr,marcoweb.fr,6,4,ville de vire normandie,0.5,1.7924812503605778,SHARED_INSTITUTIONAL
vitry-le-francois.marcoweb.fr,marcoweb.fr,6,4,ville de vitry-le-francois,0.3333333333333333,1.9182958340544893,AMBIGUOUS
agen.marcoweb.fr,marcoweb.fr,6,3,ville d agen,0.5,1.4591479170272448,SHARED_INSTITUTIONAL
aveyron.fr,aveyron.fr,6,3,conseil departemental de l aveyron,0.5,1.4591479170272448,SHARED_INSTITUTIONAL
emarches.dracenie.com,dracenie.com,6,3,communaute d agglomeration dracenoise,0.6666666666666666,1.2516291673878228,SHARED_INSTITUTIONAL
grandlyon.marches-publics.info,marches-publics.info,6,3,commune d oullins,0.5,1.4591479170272448,GENERIC_PLATFORM
marches.a-e-o.fr,a-e-o.fr,6,3,centre communal d action sociale,0.6666666666666666,1.2516291673878228,SHARED_INSTITUTIONAL
marchespublics.toulouse-metropole.fr,toulouse-metropole.fr,6,3,communaute urbaine toulouse metropole,0.3333333333333333,1.584962500721156,AMBIGUOUS
montbeliard.marcoweb.fr,marcoweb.fr,6,3,ville de montbeliard,0.5,1.4591479170272448,SHARED_INSTITUTIONAL
ao-groupecif.com,ao-groupecif.com,6,2,cif gie geipci,0.6666666666666666,0.9182958340544896,SHARED_INSTITUTIONAL
marchespublics.normandie.fr,normandie.fr,6,2,region normandie,0.6666666666666666,0.9182958340544896,SHARED_INSTITUTIONAL
synpase-ouest.com,synpase-ouest.com,6,2,commune de pornic,0.8333333333333334,0.6500224216483541,HIGHLY_CONCENTRATED
ville-castelsarrasin.e-marchespublics.com,e-marchespublics.com,6,2,ville de castelsarrasin,0.6666666666666666,0.9182958340544896,GENERIC_PLATFORM
cc-region-blain.e-marchespublics.com,e-marchespublics.com,6,1,cte de communes de la region de blain,1.0,-0.0,GENERIC_PLATFORM
lillemetropole-marchepublic.fr,lillemetropole-marchepublic.fr,6,1,metropole europeenne de lille,1.0,-0.0,BUYER_SPECIFIC
marches-publics.cu-alencon.fr,cu-alencon.fr,6,1,ville d alencon,1.0,-0.0,BUYER_SPECIFIC
