domain_normalized,registered_domain,subdomain,observation_count,profile_observation_count,participation_observation_count,distinct_raw_buyer_names,distinct_profile_buyer_names,distinct_current_m1_buyer_keys,distinct_validated_sirens_after_m1_name_join,distinct_sirets_after_m1_name_join,distinct_departments_after_m1_name_join,first_observation_date,last_observation_date,dominant_buyer_normalized,dominant_buyer_count,dominant_buyer_share,buyer_entropy,malformed_observation_count,domain_specificity
marchepublics.paysdelaloire.fr,paysdelaloire.fr,marchepublics,133,133,0,1,1,3,1,1,4,2016-01-07,2016-01-07,conseil regional des pays de la loire,133,1.0,-0.0,0,BUYER_SPECIFIC
marches-formation.paysdelaloire.fr,paysdelaloire.fr,marches-formation,133,133,0,1,1,3,1,1,4,2015-07-07,2015-07-07,conseil regional des pays de la loire,133,1.0,-0.0,0,BUYER_SPECIFIC
paysdelaloire.fr,paysdelaloire.fr,,133,133,0,1,1,3,1,1,4,2018-11-26,2018-11-26,conseil regional des pays de la loire,133,1.0,-0.0,0,BUYER_SPECIFIC
wwww.marchespublics.paysdelaloire.fr,paysdelaloire.fr,wwww.marchespublics,133,133,0,1,1,3,1,1,4,2017-04-28,2017-04-28,conseil regional des pays de la loire,133,1.0,-0.0,0,BUYER_SPECIFIC
mpe76.fr,mpe76.fr,,132,105,27,89,83,3,2,0,4,2015-04-14,2020-12-26,departement de seine-maritime,7,0.05303030303030303,6.160522646153474,0,GENERIC_PLATFORM
marchespublics-idf-centre.fr,marchespublics-idf-centre.fr,,116,107,9,105,104,2,2,0,3,2015-03-17,2020-11-09,ville d andresy,3,0.02586206896551724,6.638069141641997,0,GENERIC_PLATFORM
marches-public.gouv.fr,marches-public.gouv.fr,,116,112,4,41,41,6,2,2,3,2015-03-17,2020-12-17,universite de nantes,56,0.4827586206896552,3.4164993086170052,0,GENERIC_PLATFORM
e-megalisbretagne.org,e-megalisbretagne.org,,111,99,12,78,76,8,6,3,9,2015-03-13,2020-12-21,region bretagne,8,0.07207207207207207,5.967619132018421,0,GENERIC_PLATFORM
marchespublics.aquitaine.fr,aquitaine.fr,marchespublics,110,100,10,85,80,2,1,1,1,2015-03-10,2019-11-02,centre communal d action sociale,6,0.05454545454545454,6.160771872556564,0,GENERIC_PLATFORM
lamayenne.fr,lamayenne.fr,,105,67,38,2,2,4,1,1,2,2019-06-11,2020-12-25,departement de la mayenne,76,0.7238095238095238,0.8502079949955313,0,SHARED_INSTITUTIONAL
tan-marches.com,tan-marches.com,,105,73,32,2,2,3,1,1,1,2016-05-16,2019-12-29,semitan,96,0.9142857142857143,0.4220005168831531,0,HIGHLY_CONCENTRATED
marches-publics.fr,marches-publics.fr,,101,98,3,25,25,5,1,2,3,2015-05-12,2020-05-19,chu de nantes,73,0.7227722772277227,2.1051699698979207,0,AMBIGUOUS
metropole-angers.marcoweb.fr,marcoweb.fr,metropole-angers,98,98,0,8,8,13,4,5,5,2015-06-30,2016-03-10,angers loire metropole,69,0.7040816326530612,1.4254563997921952,0,SHARED_INSTITUTIONAL
loire.fr,loire.fr,,93,84,9,81,81,2,2,0,3,2015-04-01,2020-12-26,mairie,3,0.03225806451612903,6.272977225063264,0,GENERIC_PLATFORM
ladepeche-marchespublics.fr,ladepeche-marchespublics.fr,,91,68,23,66,66,2,2,0,3,2015-05-22,2020-11-05,mairie,6,0.06593406593406594,5.897797112678622,0,GENERIC_PLATFORM
marches-publics.sis-marches.com,sis-marches.com,marches-publics,86,56,30,22,22,4,1,1,2,2015-03-05,2017-11-17,commune de saint-nazaire,48,0.5581395348837209,2.7447819053114433,0,AMBIGUOUS
eadministration64.fr,eadministration64.fr,,85,73,12,64,63,4,3,1,4,2015-03-12,2020-02-13,mairie de mouguerre,4,0.047058823529411764,5.841571377237815,0,GENERIC_PLATFORM
marches.megalis.bretagne.bzh,bretagne.bzh,marches.megalis,78,50,28,34,32,12,5,4,9,2020-05-22,2020-12-29,region bretagne,12,0.15384615384615385,4.5337459306174965,0,GENERIC_PLATFORM
agglo-carene.fr,agglo-carene.fr,,78,64,14,3,3,5,2,2,1,2018-10-06,2020-12-10,com d agglo reg nazairienne estuaire,28,0.358974358974359,1.58211413544444,0,AMBIGUOUS
interco.achatpublic.com,achatpublic.com,interco,76,76,0,73,73,3,1,1,5,2018-09-14,2020-02-16,satt ouest valorisation,3,0.039473684210526314,6.159047414730909,0,GENERIC_PLATFORM
marchespublics.dordogne.fr,dordogne.fr,marchespublics,74,59,15,59,59,0,0,0,0,2015-07-08,2020-12-23,c c du pays riberacois,2,0.02702702702702703,5.804047960223547,0,GENERIC_PLATFORM
marchespublics.vendee.fr,vendee.fr,marchespublics,72,71,1,5,5,6,2,3,1,2015-09-29,2020-12-02,departement de la vendee,47,0.6527777777777778,1.389894656934791,0,SHARED_INSTITUTIONAL
marchespublics.cdg43.fr,cdg43.fr,marchespublics,69,57,12,57,57,0,0,0,0,2015-04-03,2020-11-26,aiguilhe,2,0.028985507246376812,5.760698369821648,0,GENERIC_PLATFORM
midilibre-marchespublics.com,midilibre-marchespublics.com,,69,49,20,47,47,2,1,1,1,2016-10-13,2020-12-08,centre communal d action sociale,4,0.057971014492753624,5.441857790111501,0,GENERIC_PLATFORM
webmarche.adullact.org,adullact.org,webmarche,69,57,12,47,45,2,2,0,3,2015-03-18,2020-12-31,commune de romagnat,4,0.057971014492753624,5.304034963961836,0,GENERIC_PLATFORM
alm.marhces-securises.fr,marhces-securises.fr,alm,69,69,0,1,1,5,1,3,2,2019-03-15,2019-03-15,angers loire metropole,69,1.0,-0.0,0,BUYER_SPECIFIC
cnamts.achatpublic.com,achatpublic.com,cnamts,67,60,7,55,53,1,0,0,1,2015-03-31,2020-11-25,cram ile de france,3,0.04477611940298507,5.625644787408116,0,GENERIC_PLATFORM
lamayenne.marcoweb.fr,marcoweb.fr,lamayenne,66,62,4,3,3,4,2,0,1,2015-10-09,2018-06-07,conseil departemental de la mayenne,58,0.8787878787878788,0.6311718053929062,0,HIGHLY_CONCENTRATED
marchespublics82.com,marchespublics82.com,,65,63,2,59,59,3,2,0,4,2015-03-03,2020-12-22,mairie,3,0.046153846153846156,5.826138774533631,0,GENERIC_PLATFORM
publication.marchesonline.com,marchesonline.com,publication,65,1,64,58,58,3,1,1,3,2017-01-15,2020-10-10,groupement d interet public arronax,4,0.06153846153846154,5.776213966874607,0,GENERIC_PLATFORM
e-marchespublics.fr,e-marchespublics.fr,,65,59,6,56,56,2,1,0,3,2015-05-06,2020-10-15,centre de gestion fpt loire-atlantique,3,0.046153846153846156,5.7222174283465,0,GENERIC_PLATFORM
marchespublics.aude.fr,aude.fr,marchespublics,63,54,9,44,44,0,0,0,0,2015-08-19,2020-12-14,commune de carcassonne,4,0.06349206349206349,5.3183946059709175,0,GENERIC_PLATFORM
marchespublics-aquitaine.org,marchespublics-aquitaine.org,,62,59,3,52,48,2,1,1,1,2015-03-16,2019-09-16,bordeaux metropole,4,0.06451612903225806,5.433798528024125,0,GENERIC_PLATFORM
meoss.fr,meoss.fr,,61,61,0,16,15,2,1,1,1,2015-07-29,2020-05-17,gie sesam vitale,42,0.6885245901639344,2.0212728825348867,0,SHARED_INSTITUTIONAL
centreofficielles.com,centreofficielles.com,,60,49,11,47,47,0,0,0,0,2015-03-24,2020-05-06,centre hospitalier guy thomas,3,0.05,5.460975803905793,0,GENERIC_PLATFORM
marchespublics.adm76.com,adm76.com,marchespublics,59,55,4,47,45,2,2,0,3,2015-05-05,2020-11-05,mairie,6,0.1016949152542373,5.31468076115291,0,GENERIC_PLATFORM
lamayenne.marco-web.fr,marco-web.fr,lamayenne,58,29,29,1,1,2,1,0,1,2015-11-24,2015-11-24,conseil departemental de la mayenne,58,1.0,-0.0,0,BUYER_SPECIFIC
vendee-eau.fr,vendee-eau.fr,,56,56,0,4,3,2,1,1,1,2015-10-09,2020-08-13,vendee eau,54,0.9642857142857143,0.2579991163999737,0,HIGHLY_CONCENTRATED
marches-aube.fr,marches-aube.fr,,55,49,6,44,44,2,1,1,1,2015-07-23,2020-04-05,cc seine et aube,2,0.03636363636363636,5.381359713524659,0,GENERIC_PLATFORM
marches.publics.gouv.fr,publics.gouv.fr,marches,55,53,2,36,36,4,3,3,3,2015-03-04,2020-08-14,chd vendee,14,0.2545454545454545,4.594033006091814,0,GENERIC_PLATFORM
reseaucma.e-marchespublics.com,e-marchespublics.com,reseaucma,54,48,6,39,39,1,0,0,1,2015-03-03,2020-12-24,cmar pays de la loire,9,0.16666666666666666,4.9673074093304885,0,GENERIC_PLATFORM
marches.cdg5962.fr,cdg5962.fr,marches,53,49,4,46,44,2,2,0,3,2015-05-04,2018-08-01,mairie,3,0.05660377358490566,5.374054652635587,0,GENERIC_PLATFORM
marchespublicsaffiches.com,marchespublicsaffiches.com,,53,41,12,38,38,0,0,0,0,2015-04-08,2019-07-14,mairie de villard de lans,3,0.05660377358490566,5.147639558295964,0,GENERIC_PLATFORM
eu-supply.com,eu-supply.com,,53,47,6,37,35,2,1,1,1,2015-04-02,2020-11-17,ca saumur val de loire,10,0.18867924528301888,4.733032606389603,0,GENERIC_PLATFORM
pole-emploi.e-marchespublics.com,e-marchespublics.com,pole-emploi,53,50,3,38,31,2,0,0,2,2015-03-16,2019-03-20,pole emploi,8,0.1509433962264151,4.66632304878036,0,GENERIC_PLATFORM
marches-publics.gouv,marches-publics.gouv,,53,53,0,8,8,3,1,1,2,2016-10-20,2020-09-23,ch le mans,46,0.8679245283018868,0.9338855493061691,0,SHARED_INSTITUTIONAL
marches.smic-vosges.fr,smic-vosges.fr,marches,49,47,2,47,46,0,0,0,0,2015-03-19,2020-01-16,commune d eloyes,2,0.04081632653061224,5.492260864523372,0,GENERIC_PLATFORM
achatpublics.com,achatpublics.com,,49,49,0,4,4,2,1,1,1,2015-12-02,2018-08-22,ch le mans,46,0.9387755102040817,0.42932515067393073,0,SHARED_INSTITUTIONAL
achatspublicscorse.com,achatspublicscorse.com,,48,35,13,29,29,0,0,0,0,2015-03-25,2020-12-23,commune de sarrola carcopino,3,0.0625,4.746115365169275,0,GENERIC_PLATFORM
marches.ternum-bfc.fr,ternum-bfc.fr,marches,48,30,18,29,29,0,0,0,0,2019-11-13,2020-12-26,communaute urbaine le creusot montceau,4,0.08333333333333333,4.67850885479768,0,GENERIC_PLATFORM
plateforme.achat-hopital.com,achat-hopital.com,plateforme,48,32,16,27,25,1,0,0,1,2018-01-29,2020-07-29,centre hospitalier de laval,4,0.08333333333333333,4.412782031835939,0,GENERIC_PLATFORM
marchespublics.semitan.fr,semitan.fr,marchespublics,48,40,8,2,2,4,2,1,1,2020-10-16,2020-11-05,semitan,32,0.6666666666666666,0.9182958340544896,0,SHARED_INSTITUTIONAL
semitan.tan.fr,tan.fr,semitan,48,40,8,2,2,4,2,1,1,2019-01-26,2020-07-23,semitan,32,0.6666666666666666,0.9182958340544896,0,SHARED_INSTITUTIONAL
marchespublics.agglo-carene.fr,agglo-carene.fr,marchespublics,47,36,11,4,4,3,0,0,1,2016-01-13,2017-04-26,commune de saint-nazaire,24,0.5106382978723404,1.4726178400726835,0,SHARED_INSTITUTIONAL
eguadeloupe.com,eguadeloupe.com,,46,33,13,25,22,0,0,0,0,2015-07-30,2020-11-28,communaute d agl du nord basse terre,5,0.10869565217391304,4.308903195602073,0,GENERIC_PLATFORM
cdg59.fr,cdg59.fr,,44,41,3,40,40,2,1,1,1,2015-04-24,2020-05-11,commune de mouvaux,2,0.045454545454545456,5.277613436819116,0,GENERIC_PLATFORM
klekoon.fr,klekoon.fr,,44,36,8,32,32,1,0,0,1,2015-03-11,2020-01-03,gcs esante pays de la loire,6,0.13636363636363635,4.788754913993504,0,GENERIC_PLATFORM
marches.local-trust.com,local-trust.com,marches,44,43,1,27,20,6,3,3,2,2015-03-20,2020-10-17,communaute urbaine d alencon,8,0.18181818181818182,3.916833823616225,0,GENERIC_PLATFORM
marches.rvvn.org,rvvn.org,marches,43,38,5,36,35,0,0,0,0,2015-07-01,2019-11-25,ville de valenciennes,3,0.06976744186046512,5.036616208140156,0,GENERIC_PLATFORM
proxilegales.fr,proxilegales.fr,,43,29,14,25,25,0,0,0,0,2017-02-17,2020-12-04,cte d agglo du soissonnais,4,0.09302325581395349,4.507432777857286,0,GENERIC_PLATFORM
gazettenpdc.fr,gazettenpdc.fr,,41,40,1,39,39,0,0,0,0,2015-03-09,2018-11-03,commune d etaples sur mer,2,0.04878048780487805,5.259991029008325,0,GENERIC_PLATFORM
voixdelain.fr,voixdelain.fr,,41,35,6,32,32,0,0,0,0,2015-03-26,2020-06-14,a synd d irrigation de l ain,3,0.07317073170731707,4.900115724077511,0,GENERIC_PLATFORM
achat-sante.com,achat-sante.com,,41,36,5,31,31,0,0,0,0,2018-01-04,2020-12-30,chi de clermont,5,0.12195121951219512,4.781707114997672,0,GENERIC_PLATFORM
e-occitanie.fr,e-occitanie.fr,,41,33,8,28,28,2,2,0,3,2018-05-03,2020-11-16,mairie,6,0.14634146341463414,4.589020906951571,0,GENERIC_PLATFORM
approlys.marches-publics.info,marches-publics.info,approlys,40,33,7,33,33,0,0,0,0,2015-07-31,2020-11-29,communaute de communes du malesherbois,2,0.05,4.971928094887363,0,GENERIC_PLATFORM
ecrivainpublic.doubletrade.net,doubletrade.net,ecrivainpublic,40,31,9,8,8,7,3,3,2,2015-06-24,2018-05-31,commune de mauges sur loire,24,0.6,1.8709505944546687,0,SHARED_INSTITUTIONAL
nantes.fr,nantes.fr,,40,40,0,1,1,4,2,1,1,2016-03-16,2016-03-16,ville de nantes,40,1.0,-0.0,0,BUYER_SPECIFIC
mpe27.fr,mpe27.fr,,39,37,2,36,34,2,1,1,1,2015-08-27,2020-12-16,agglomeration seine-eure,2,0.05128205128205128,5.028991962451991,0,GENERIC_PLATFORM
marchespublics.ain.fr,ain.fr,marchespublics,39,29,10,26,24,0,0,0,0,2018-10-08,2020-12-20,ca du bassin de bourg en bresse,5,0.1282051282051282,4.384904386073434,0,GENERIC_PLATFORM
marchesonline.com,marchesonline.com,,38,31,7,31,30,0,0,0,0,2015-08-05,2020-06-28,euratechnologies,4,0.10526315789473684,4.774243302917272,0,GENERIC_PLATFORM
marches.montpellier3m.fr,montpellier3m.fr,marches,38,32,6,25,24,2,1,1,1,2015-04-27,2020-12-16,ccas de montpellier,3,0.07894736842105263,4.43162356584743,0,GENERIC_PLATFORM
achatpublic.fr,achatpublic.fr,,37,34,3,33,33,0,0,0,0,2015-03-24,2020-01-02,centre regional oeuvres universitaires,2,0.05405405405405406,4.993237149412734,0,GENERIC_PLATFORM
marchespublics.cg27.fr,cg27.fr,marchespublics,37,31,6,28,27,0,0,0,0,2015-03-20,2020-04-30,grand evreux agglomeration,4,0.10810810810810811,4.5944564061110205,0,GENERIC_PLATFORM
cad-en.marcoweb.fr,marcoweb.fr,cad-en,36,34,2,34,34,0,0,0,0,2015-03-31,2019-01-31,saeu bosc roger st ouen du tilleul,2,0.05555555555555555,5.0588138903312005,0,GENERIC_PLATFORM
e-aveyron.fr,e-aveyron.fr,,35,32,3,27,26,2,2,0,3,2015-04-02,2019-09-19,commune de najac,3,0.08571428571428572,4.571860873964196,0,GENERIC_PLATFORM
marches.securises.fr,securises.fr,marches,35,30,5,25,25,2,1,1,2,2015-12-07,2020-11-25,ville de la roche sur yon,7,0.2,4.339240603962017,0,GENERIC_PLATFORM
marchespublics-matec57.fr,marchespublics-matec57.fr,,34,29,5,27,27,0,0,0,0,2015-08-20,2020-12-24,commune de boust,2,0.058823529411764705,4.675698135367986,0,GENERIC_PLATFORM
marchespublics-agglo-carene.omnikles.com,omnikles.com,marchespublics-agglo-carene,34,34,0,3,3,2,0,0,1,2017-07-22,2019-05-24,commune de saint-nazaire,24,0.7058823529411765,1.0119209285947934,0,SHARED_INSTITUTIONAL
achat-national.com,achat-national.com,,33,30,3,25,25,3,2,0,4,2015-03-25,2019-10-15,mairie,3,0.09090909090909091,4.536670255656531,0,GENERIC_PLATFORM
adto.fr,adto.fr,,33,22,11,20,20,2,2,0,3,2016-11-18,2020-09-06,mairie,6,0.18181818181818182,4.0895524525606675,0,GENERIC_PLATFORM
am28.org,am28.org,,32,29,3,23,23,1,0,0,1,2015-06-03,2019-07-27,energie eure et loir,3,0.09375,4.413909765557392,0,GENERIC_PLATFORM
e-marches06.fr,e-marches06.fr,,31,24,7,17,15,2,1,1,1,2015-07-08,2020-12-18,metropole nice cote d azur,6,0.1935483870967742,3.630985019785137,0,GENERIC_PLATFORM
agglo-laval.achatpublic.com,achatpublic.com,agglo-laval,31,21,10,5,5,4,1,1,1,2016-11-09,2020-10-04,ville de laval,18,0.5806451612903226,1.5481325994532482,0,GENERIC_PLATFORM
marches-marne.fr,marches-marne.fr,,30,25,5,24,24,0,0,0,0,2015-05-26,2018-09-20,cc grande vallee de la marne,2,0.06666666666666667,4.506890595608519,0,GENERIC_PLATFORM
eu.eu-supply.com,eu-supply.com,eu,30,29,1,23,23,3,1,1,2,2015-07-22,2020-12-02,ca pornic agglo pays de retz,6,0.2,4.256564762130954,0,GENERIC_PLATFORM
cap-atlantique.achatpublic.com,achatpublic.com,cap-atlantique,30,30,0,2,1,2,1,1,1,2016-03-30,2020-03-26,cap atlantique,30,1.0,-0.0,0,GENERIC_PLATFORM
webmarche.eu,webmarche.eu,,29,28,1,20,20,1,0,0,1,2015-08-27,2020-12-31,communaute de communes de desvres-same,3,0.10344827586206896,4.211260736432279,0,GENERIC_PLATFORM
agysoft.marches-publics.fr,marches-publics.fr,agysoft,29,29,0,1,1,2,1,0,1,2017-10-19,2017-10-19,conseil departemental de la mayenne,29,1.0,-0.0,0,BUYER_SPECIFIC
amayenne.marcoweb.fr,marcoweb.fr,amayenne,29,29,0,1,1,2,1,0,1,2017-09-01,2017-09-01,conseil departemental de la mayenne,29,1.0,-0.0,0,BUYER_SPECIFIC
achats-franciliens.fr,achats-franciliens.fr,,28,25,3,22,22,0,0,0,0,2015-03-13,2020-10-16,ville de wissous,3,0.10714285714285714,4.324862957617357,0,GENERIC_PLATFORM
sommemarchespublics.fr,sommemarchespublics.fr,,27,25,2,24,24,0,0,0,0,2015-06-09,2018-07-09,cc du sud ouest amienois,2,0.07407407407407407,4.532665279941247,0,GENERIC_PLATFORM
marches-info.fr,marches-info.fr,,27,26,1,22,22,0,0,0,0,2015-03-12,2019-05-09,cc de l argonne champenoise,2,0.07407407407407407,4.384517131793099,0,GENERIC_PLATFORM
marches.caissedesdepots.fr,caissedesdepots.fr,marches,27,23,4,4,3,2,0,0,3,2016-01-22,2019-03-27,caisse des depots,24,0.8888888888888888,0.6052912052261445,0,HIGHLY_CONCENTRATED
marches.publics.nantesmetropole.fr,nantesmetropole.fr,marches.publics,27,27,0,1,1,2,1,1,1,2018-05-03,2018-05-03,commune de nantes,27,1.0,-0.0,0,BUYER_SPECIFIC
mapa.aji-france.com,aji-france.com,mapa,26,21,5,20,20,0,0,0,0,2017-12-17,2020-07-16,college le ruissatel,2,0.07692307692307693,4.23890125660263,0,GENERIC_PLATFORM
ternum-bfc.fr,ternum-bfc.fr,,26,23,3,20,20,0,0,0,0,2019-12-13,2020-12-11,s d i s de saone-et-loire,3,0.11538461538461539,4.209867121904035,0,GENERIC_PLATFORM
pays-ancenis.e-marchespublics.com,e-marchespublics.com,pays-ancenis,26,26,0,1,1,2,1,1,1,2020-08-12,2020-08-21,cte de cnes du pays d ancenis,26,1.0,-0.0,0,GENERIC_PLATFORM
marches-publics.loiret.com,loiret.com,marches-publics,25,25,0,24,24,0,0,0,0,2015-03-11,2020-11-14,departement du loiret,2,0.08,4.563856189774725,0,GENERIC_PLATFORM
avisdemarches.leparisien.fr,leparisien.fr,avisdemarches,25,22,3,22,22,0,0,0,0,2015-03-06,2017-12-24,cc coeur d yvelines,2,0.08,4.403856189774724,0,GENERIC_PLATFORM
marchespublics.grandlyon.com,grandlyon.com,marchespublics,25,18,7,15,14,0,0,0,0,2017-10-27,2020-12-31,metropole de lyon,9,0.36,3.2626831892554913,0,AMBIGUOUS
ledauphine.marchespublics-eurolegales.com,marchespublics-eurolegales.com,ledauphine,24,17,7,17,17,0,0,0,0,2019-12-10,2020-10-28,c de c du massif du vercors,2,0.08333333333333333,4.001629167387822,0,GENERIC_PLATFORM
megalis.bretagne.bzh,bretagne.bzh,megalis,24,20,4,15,15,3,1,1,6,2020-05-16,2020-12-31,region bretagne,4,0.16666666666666666,3.7516291673878235,0,GENERIC_PLATFORM
marchespublics-amhr.omnikles.com,omnikles.com,marchespublics-amhr,23,19,4,17,17,0,0,0,0,2015-11-10,2020-06-11,commune de rosenau,3,0.13043478260869565,3.9690016298759927,0,GENERIC_PLATFORM
marchespublics.grand-nancy.org,grand-nancy.org,marchespublics,23,18,5,15,14,0,0,0,0,2015-06-19,2020-12-29,commune de laxou,3,0.13043478260869565,3.675310868912364,0,AMBIGUOUS
mairie-orvault.e-marchespublics.com,e-marchespublics.com,mairie-orvault,23,23,0,1,1,3,2,2,1,2019-11-07,2019-11-07,ville d orvault,23,1.0,-0.0,0,GENERIC_PLATFORM
marche-publics.gouv.fr,marche-publics.gouv.fr,,22,20,2,17,17,2,1,1,2,2015-10-29,2020-12-02,etablissement francais du sang,4,0.18181818181818182,3.9139770731827515,0,GENERIC_PLATFORM
sudest-marchespublics.com,sudest-marchespublics.com,,22,16,6,16,16,0,0,0,0,2015-07-09,2020-05-09,chambre des metiers et de l artisanat,3,0.13636363636363635,3.8796640049025943,0,GENERIC_PLATFORM
marches-pubics.gouv.fr,marches-pubics.gouv.fr,,22,21,1,3,3,4,3,3,3,2015-07-01,2019-07-09,ministere des affaires etrangeres,19,0.8636363636363636,0.6998578570269279,0,HIGHLY_CONCENTRATED
marches.agglo-compiegne.fr,agglo-compiegne.fr,marches,21,19,2,18,18,2,1,1,1,2015-09-30,2020-11-24,ville de compiegne,2,0.09523809523809523,4.106603137064474,0,GENERIC_PLATFORM
appels-offres.org,appels-offres.org,,21,16,5,15,15,0,0,0,0,2015-03-12,2019-01-30,cc andaine passais,2,0.09523809523809523,3.8208888513501877,0,GENERIC_PLATFORM
marches-publics-manche.fr,marches-publics-manche.fr,,21,19,2,17,15,0,0,0,0,2015-12-07,2020-04-25,communaute d agglomeration du cotentin,3,0.14285714285714285,3.7849418274376414,0,GENERIC_PLATFORM
laprovencemarchespublics.com,laprovencemarchespublics.com,,21,18,3,12,12,0,0,0,0,2015-03-16,2020-10-19,ville de saint-victoret,3,0.14285714285714285,3.4632805178108104,0,AMBIGUOUS
territoires-numeriques-bfc.fr,territoires-numeriques-bfc.fr,,21,18,3,11,11,1,0,0,1,2017-08-24,2020-12-25,nievre habitat,4,0.19047619047619047,3.2135132560090707,0,AMBIGUOUS
marchespublics85.fr,marchespublics85.fr,,21,20,1,10,10,7,2,1,2,2015-03-05,2015-11-16,syndicat departemental d energie,4,0.19047619047619047,3.0823281368584294,0,AMBIGUOUS
ww.sarthe-marchespublics.fr,sarthe-marchespublics.fr,ww,21,21,0,1,1,3,1,1,1,2016-01-27,2016-01-27,ville du mans,21,1.0,-0.0,0,BUYER_SPECIFIC
marches-aisne.fr,marches-aisne.fr,,20,20,0,18,18,0,0,0,0,2015-11-27,2018-10-24,entente oise-aisne,2,0.1,4.1219280948873624,0,GENERIC_PLATFORM
marches.cdg59.fr,cdg59.fr,marches,20,19,1,18,18,0,0,0,0,2015-03-03,2017-05-09,ville de saint-amand-les-eaux,2,0.1,4.1219280948873624,0,GENERIC_PLATFORM
avis.maximilien.fr,maximilien.fr,avis,20,19,1,18,15,0,0,0,0,2015-06-04,2020-12-24,region ile-de-france,4,0.2,3.721928094887362,0,GENERIC_PLATFORM
agysoft.marcoweb.fr,marcoweb.fr,agysoft,20,16,4,14,14,0,0,0,0,2015-04-02,2018-12-14,cc riom limagne et volcans,3,0.15,3.684183719779189,0,AMBIGUOUS
marches-publics.allier.fr,allier.fr,marches-publics,20,14,6,14,14,0,0,0,0,2018-06-20,2020-12-06,commune de buxieres les mines,2,0.1,3.721928094887362,0,AMBIGUOUS
marchespublics.pro,marchespublics.pro,,20,14,6,13,13,0,0,0,0,2018-10-30,2020-10-21,mairie de soissons,3,0.15,3.584183719779189,0,AMBIGUOUS
acoss.achatpublic.com,achatpublic.com,acoss,20,17,3,9,9,1,0,0,3,2015-06-01,2020-06-27,acoss,12,0.6,2.170950594454669,0,GENERIC_PLATFORM
pdlpi.achatpublic.com,achatpublic.com,pdlpi,20,14,6,2,2,2,0,0,6,2017-02-01,2020-06-17,agence regionale pays de la loire ti,12,0.6,0.9709505944546686,0,GENERIC_PLATFORM
segard.achatpublic.com,achatpublic.com,segard,19,19,0,19,19,0,0,0,0,2015-08-26,2020-11-15,cc beaucaire terre d argence,1,0.05263157894736842,4.247927513443585,0,GENERIC_PLATFORM
sempaco.marcoweb.fr,marcoweb.fr,sempaco,19,18,1,18,18,0,0,0,0,2015-05-19,2019-05-27,syndicat mixte de traitement et de tri,2,0.10526315789473684,4.142664355548848,0,GENERIC_PLATFORM
marches-ardennes.fr,marches-ardennes.fr,,19,16,3,16,16,0,0,0,0,2015-04-03,2018-08-14,cc de l argonne ardennaise,2,0.10526315789473684,3.9321380397593746,0,GENERIC_PLATFORM
marchespublics.eure.fr,eure.fr,marchespublics,19,16,3,15,14,2,2,0,3,2018-05-16,2020-11-20,mairie,3,0.15789473684210525,3.6818808028034016,0,AMBIGUOUS
cnieg.e-marchespublics.com,e-marchespublics.com,cnieg,19,19,0,1,1,1,0,0,1,2020-06-27,2020-06-27,cnieg,19,1.0,-0.0,0,GENERIC_PLATFORM
diplomatie.gouv.fr,diplomatie.gouv.fr,,19,19,0,1,1,4,3,3,3,2020-09-03,2020-09-03,ministere des affaires etrangeres,19,1.0,-0.0,0,BUYER_SPECIFIC
ville-bouguenais.e-marchespublics.com,e-marchespublics.com,ville-bouguenais,19,19,0,1,1,3,1,1,1,2020-12-14,2020-12-14,ville de bouguenais,19,1.0,-0.0,0,GENERIC_PLATFORM
cigversailles.marches-publics.info,marches-publics.info,cigversailles,18,18,0,18,17,0,0,0,0,2015-04-16,2019-02-22,commune de beynes,2,0.1111111111111111,4.058813890331201,0,GENERIC_PLATFORM
amf28.org,amf28.org,,18,16,2,16,16,1,0,0,1,2019-01-02,2020-10-19,syndicat mixte des trois rivieres,2,0.1111111111111111,3.94770277922009,0,GENERIC_PLATFORM
marches-publics.info46.com,info46.com,marches-publics,18,16,2,15,15,1,0,0,1,2015-04-20,2020-08-26,sce departemental incendie et secours,2,0.1111111111111111,3.8365916681089787,0,GENERIC_PLATFORM
eurolegales.marches-demat.com,marches-demat.com,eurolegales,18,13,5,12,12,0,0,0,0,2017-09-20,2020-01-16,s i e a de fontoy-vallee de la fensch,3,0.16666666666666666,3.4613201402110083,0,AMBIGUOUS
marches-publics.herault.fr,herault.fr,marches-publics,18,17,1,12,11,1,0,0,1,2016-09-22,2020-01-11,conseil departemental de l herault,3,0.16666666666666666,3.350209029099897,0,AMBIGUOUS
marches.agglo-chartres.fr,agglo-chartres.fr,marches,17,15,2,14,14,0,0,0,0,2015-09-10,2020-04-19,commune de mainvilliers,3,0.17647058823529413,3.6901165175936654,0,AMBIGUOUS
marchespublics.nord-sante.org,nord-sante.org,marchespublics,17,15,2,15,14,0,0,0,0,2015-06-01,2017-05-12,centre hospitalier de douai,2,0.11764705882352941,3.7345216647797517,0,AMBIGUOUS
marchessecurises.fr,marchessecurises.fr,,17,16,1,14,14,2,1,0,2,2015-10-16,2019-12-25,ville de saint-hilaire-de-riez,3,0.17647058823529413,3.6901165175936654,0,AMBIGUOUS
sdis85.e-marchespublics.com,e-marchespublics.com,sdis85,17,17,0,1,1,1,1,0,1,2019-12-25,2019-12-25,sdis 85,17,1.0,-0.0,0,GENERIC_PLATFORM
